simulation	ksize	subst_rate	del_rate	ins_rate
1000000	0	15	0.010915146968176507	0.00995909106809448	0.009888091068094434
1000000	0	17	0.01091118714412587	0.009964370833495337	0.009893370833495294
1000000	0	19	0.010903225437702153	0.009974986442060301	0.009903986442060258
1000000	0	21	0.010899875409195306	0.009979453146736083	0.009908453146736038
1000000	0	23	0.01089772639651264	0.009982318496979654	0.009911318496979613
1000000	0	25	0.010892868687442646	0.009988795442406297	0.009917795442406254
1000000	0	27	0.010886570855020643	0.00999719255230231	0.009926192552302267
1000000	0	29	0.010877920683325866	0.010008726114562024	0.009937726114561982
1000000	0	31	0.010871054005793841	0.010017881684604702	0.009946881684604657
1000000	0	33	0.01086765407291113	0.010022414928448319	0.009951414928448274
1000000	0	35	0.010865612759925517	0.010025136679095803	0.009954136679095758
1000000	0	37	0.010861381869063769	0.010030777866911486	0.009959777866911445
1000000	0	39	0.010861805763910248	0.010030212673782842	0.0099592126737828
1000000	0	41	0.0108655581943642	0.010025209433177565	0.009954209433177522
1000000	0	43	0.010866584301447069	0.01002384129040041	0.00995284129040037
1000000	0	45	0.010870109493902783	0.010019141033792783	0.009948141033792738
1000000	0	47	0.010874863059884282	0.01001280294581746	0.009941802945817417
1000000	0	49	0.010872355416199773	0.010016146470730139	0.009945146470730096
1000000	0	51	0.010862410979958867	0.010029405719051357	0.009958405719051315
1000000	1	15	0.009617568623555986	0.009972156378782892	0.009901156378782848
1000000	1	17	0.009613603604620477	0.009977443070696907	0.009906443070696866
1000000	1	19	0.009605631453250784	0.009988072605856487	0.009917072605856444
1000000	1	21	0.009602277029848578	0.009992545170392766	0.009921545170392723
1000000	1	23	0.00960012519788067	0.009995414279683314	0.00992441427968327
1000000	1	25	0.00959526111599234	0.010001899722201082	0.009930899722201039
1000000	1	27	0.009588955021457186	0.010010307848247958	0.009939307848247916
1000000	1	29	0.009580293501620294	0.010021856541363814	0.00995085654136377
1000000	1	31	0.009573417815708432	0.010031024122579632	0.009960024122579588
1000000	1	33	0.009570013422460898	0.010035563313576341	0.009964563313576298
1000000	1	35	0.009567969431481057	0.010038288634882792	0.009967288634882748
1000000	1	37	0.009563732990122443	0.010043937223360944	0.009972937223360899
1000000	1	39	0.009564157441075685	0.010043371288756618	0.009972371288756575
1000000	1	41	0.009567914794335294	0.010038361484410483	0.009967361484410442
1000000	1	43	0.009568942247565887	0.010036991546769687	0.009965991546769644
1000000	1	45	0.009572472064714194	0.010032285123905273	0.009961285123905228
1000000	1	47	0.009577231866888936	0.010025938721005627	0.009954938721005585
1000000	1	49	0.00957472093343193	0.010029286632281625	0.009958286632281581
1000000	1	51	0.009564763451105974	0.010042563275382912	0.00997156327538287
1000000	2	15	0.011829658049500742	0.009934565784761758	0.010065565784761862
1000000	2	17	0.011830509941132302	0.009933429929253005	0.010064429929253108
1000000	2	19	0.01183497561061487	0.009927475703276253	0.010058475703276358
1000000	2	21	0.011839045581028017	0.009922049076058734	0.01005304907605884
1000000	2	23	0.011842263953750978	0.009917757912428117	0.010048757912428222
1000000	2	25	0.01184751486467026	0.00991075669786906	0.010041756697869162
1000000	2	27	0.011850543207282717	0.009906718907719133	0.010037718907719238
1000000	2	29	0.011848105526350211	0.009909969148962462	0.010040969148962565
1000000	2	31	0.011843201836656263	0.00991650740188772	0.010047507401887824
1000000	2	33	0.011839116969056936	0.009921953892020169	0.010052953892020274
1000000	2	35	0.011830849854397306	0.009932976711566328	0.010063976711566431
1000000	2	37	0.011819253589584033	0.009948438397984021	0.010079438397984123
1000000	2	39	0.011807358625610139	0.009964298349949219	0.010095298349949322
1000000	2	41	0.011793601890061829	0.00998264066401364	0.010113640664013745
1000000	2	43	0.011779046356903848	0.01000204804155761	0.010133048041557713
1000000	2	45	0.011762909314543681	0.010023564098037828	0.01015456409803793
1000000	2	47	0.011747692972010578	0.010043852554748635	0.010174852554748736
1000000	2	49	0.01172511324573446	0.010073958856450137	0.010204958856450242
1000000	2	51	0.011700797627198879	0.01010637968116423	0.010237379681164331
1000000	3	15	0.009924088010502622	0.009844494577264542	0.010028494577264504
1000000	3	17	0.009942968165936414	0.009819321036686143	0.010003321036686103
1000000	3	19	0.009956465666770845	0.009801324368906919	0.009985324368906883
1000000	3	21	0.009962326543846555	0.009793509866139295	0.009977509866139255
1000000	3	23	0.009964836947045756	0.009790162661873712	0.009974162661873676
1000000	3	25	0.009967647558623678	0.009786415179769796	0.009970415179769756
1000000	3	27	0.009967534248877152	0.009786566259431827	0.009970566259431785
1000000	3	29	0.009963836223197006	0.0097914969603387	0.009975496960338661
1000000	3	31	0.009967954049479916	0.009786006525294818	0.009970006525294778
1000000	3	33	0.00997011233736615	0.009783128808113169	0.009967128808113129
1000000	3	35	0.00997234169470026	0.009780156331667688	0.00996415633166765
1000000	3	37	0.009975684561813695	0.009775699175516458	0.009959699175516422
1000000	3	39	0.009981002232476516	0.009768608947966023	0.009952608947965985
1000000	3	41	0.009983194605782009	0.009765685783558702	0.009949685783558666
1000000	3	43	0.009987602440935413	0.009759808670020822	0.009943808670020784
1000000	3	45	0.009995839347912207	0.009748826127385101	0.009932826127385063
1000000	3	47	0.010004869064766478	0.009736786504912734	0.009920786504912696
1000000	3	49	0.010012795715536333	0.009726217637219604	0.009910217637219566
1000000	3	51	0.010018232594633367	0.009718968465090214	0.009902968465090176
1000000	4	15	0.010639578981649392	0.010049759181777092	0.009880759181777115
1000000	4	17	0.010637910902838088	0.01005198328685885	0.009882983286858877
1000000	4	19	0.010639413894977794	0.010049979297339237	0.009880979297339262
1000000	4	21	0.010639148478646315	0.010050333185781208	0.009881333185781233
1000000	4	23	0.010646033742138399	0.010041152834458418	0.009872152834458442
1000000	4	25	0.010651622876149968	0.010033700655776337	0.009864700655776364
1000000	4	27	0.010652750096238358	0.010032197695658478	0.009863197695658504
1000000	4	29	0.010650509697024168	0.010035184894610735	0.009866184894610762
1000000	4	31	0.010642621731964634	0.010045702181356777	0.009876702181356802
1000000	4	33	0.010634925299719732	0.010055964091016646	0.009886964091016671
1000000	4	35	0.010630575182554712	0.010061764247236676	0.009892764247236702
1000000	4	37	0.010632160681192155	0.010059650249053413	0.009890650249053438
1000000	4	39	0.010634892645482692	0.010056007629999357	0.00988700762999938
1000000	4	41	0.010641361038213943	0.010047383106357706	0.009878383106357733
1000000	4	43	0.010653010208107166	0.010031850879833396	0.00986285087983342
1000000	4	45	0.010659819402683809	0.010022771953731208	0.009853771953731234
1000000	4	47	0.010662068667288022	0.010019772934258927	0.009850772934258952
1000000	4	49	0.010665166821485418	0.01001564206199574	0.009846642061995765
1000000	4	51	0.010672466199502949	0.01000590955797236	0.009836909557972385
1000000	5	15	0.012345114889566225	0.009906626757869116	0.00990562675786909
1000000	5	17	0.012352404724002848	0.009896906978620274	0.009895906978620243
1000000	5	19	0.012358003641429364	0.00988944175538492	0.009888441755384891
1000000	5	21	0.012366269299051963	0.009878420878554795	0.009877420878554767
1000000	5	23	0.012372549349244888	0.00987004747829757	0.009869047478297543
1000000	5	25	0.012377869240734769	0.009862954289644376	0.009861954289644346
1000000	5	27	0.012381230918445894	0.009858472052696196	0.009857472052696164
1000000	5	29	0.012387011639306469	0.009850764424882115	0.009849764424882087
1000000	5	31	0.012392711396724123	0.00984316474832524	0.009842164748325211
1000000	5	33	0.012395526333244592	0.009839411499631285	0.009838411499631257
1000000	5	35	0.012399198524306652	0.009834515244881882	0.009833515244881855
1000000	5	37	0.012401846603670608	0.009830984472396592	0.009829984472396561
1000000	5	39	0.01239843559964175	0.009835532477768406	0.009834532477768377
1000000	5	41	0.012394685299038708	0.009840532878572459	0.009839532878572428
1000000	5	43	0.01239112351694493	0.009845281921364172	0.009844281921364143
1000000	5	45	0.01238664364474032	0.009851255084303649	0.00985025508430362
1000000	5	47	0.012383484667416766	0.009855467054068385	0.009854467054068356
1000000	5	49	0.012378149854702524	0.009862580137687376	0.009861580137687348
1000000	5	51	0.012367591031856575	0.009876658568148637	0.009875658568148609
1000000	6	15	0.010501148360858614	0.010178018344704155	0.010010018344704209
1000000	6	17	0.01050120999387434	0.010177936167349848	0.0100099361673499
1000000	6	19	0.010498570044095594	0.010181456100388188	0.010013456100388243
1000000	6	21	0.010497722532577419	0.010182586115745748	0.010014586115745802
1000000	6	23	0.010500063625968212	0.010179464657891353	0.010011464657891407
1000000	6	25	0.010510091133355893	0.01016609464804112	0.009998094648041175
1000000	6	27	0.01051893976836984	0.010154296468022524	0.009986296468022578
1000000	6	29	0.010528695604640412	0.010141288686328421	0.009973288686328475
1000000	6	31	0.01053848547829602	0.010128235521454292	0.009960235521454348
1000000	6	33	0.010547479954762193	0.010116242886166053	0.009948242886166107
1000000	6	35	0.010553667730810328	0.010107992518101861	0.009939992518101914
1000000	6	37	0.01055862492075236	0.010101382931512496	0.00993338293151255
1000000	6	39	0.010565039765123761	0.010092829805683951	0.009924829805684003
1000000	6	41	0.010577259770179027	0.01007653646561027	0.009908536465610324
1000000	6	43	0.010584664724653832	0.010066663192977195	0.009898663192977249
1000000	6	45	0.010588496028324297	0.010061554788083241	0.009893554788083295
1000000	6	47	0.010592517023031071	0.010056193461807531	0.009888193461807583
1000000	6	49	0.010594082646296002	0.01005410596412097	0.009886105964121024
1000000	6	51	0.010595249002526378	0.010052550822480485	0.009884550822480541
1000000	7	15	0.00915268038937079	0.010003994272530457	0.009930994272530469
1000000	7	17	0.009154794412041343	0.010001175575636395	0.009928175575636407
1000000	7	19	0.009155811854249709	0.009999818986025226	0.009926818986025236
1000000	7	21	0.009149578365173178	0.010008130304793944	0.009935130304793956
1000000	7	23	0.009139427174229617	0.010021665226052022	0.009948665226052034
1000000	7	25	0.00913666406849983	0.010025349367025071	0.009952349367025083
1000000	7	27	0.00913480789036223	0.01002782427120854	0.00995482427120855
1000000	7	29	0.009132487563579613	0.010030918040252008	0.009957918040252017
1000000	7	31	0.009128759682808248	0.010035888547947175	0.009962888547947185
1000000	7	33	0.009129214714058087	0.01003528183961406	0.009962281839614073
1000000	7	35	0.009135443437914963	0.010026976874471566	0.009953976874471578
1000000	7	37	0.009144731282259228	0.01001459308201252	0.009941593082012529
1000000	7	39	0.009153043677331444	0.010003509888582916	0.009930509888582927
1000000	7	41	0.009162495892995596	0.009990906934364047	0.009917906934364057
1000000	7	43	0.009171902658933253	0.0099783645797805	0.00990536457978051
1000000	7	45	0.009182468484436893	0.009964276812442321	0.009891276812442333
1000000	7	47	0.009190607381790332	0.009953424949304394	0.009880424949304405
1000000	7	49	0.00919887675079003	0.009942399123971464	0.009869399123971475
1000000	7	51	0.009202587114021932	0.009937451972995587	0.009864451972995595
1000000	8	15	0.01044843839682935	0.010009418236700075	0.01000441823670004
1000000	8	17	0.010460719825574298	0.009993042998373476	0.009988042998373444
1000000	8	19	0.010470670516026865	0.009979775411103387	0.009974775411103354
1000000	8	21	0.010478641802446268	0.009969147029210854	0.00996414702921082
1000000	8	23	0.010486237426036884	0.009959019531090036	0.009954019531090003
1000000	8	25	0.010496898723055148	0.009944804468399026	0.009939804468398995
1000000	8	27	0.010505972530797601	0.009932706058075747	0.009927706058075716
1000000	8	29	0.010509233725634122	0.009928357798293708	0.009923357798293673
1000000	8	31	0.010515178096521931	0.009920431970443302	0.00991543197044327
1000000	8	33	0.010522264548263681	0.009910983368120964	0.009905983368120931
1000000	8	35	0.0105245630685264	0.009907918674437338	0.009902918674437303
1000000	8	37	0.01052793969906273	0.00990341650038891	0.00989841650038888
1000000	8	39	0.010531163260744205	0.009899118418146929	0.009894118418146894
1000000	8	41	0.010534093085154628	0.009895211985599702	0.009890211985599667
1000000	8	43	0.010536813254329784	0.009891585093366155	0.00988658509336612
1000000	8	45	0.010541550856611712	0.00988526829032359	0.009880268290323558
1000000	8	47	0.010549854662063323	0.009874196549721447	0.009869196549721414
1000000	8	49	0.010553584851552632	0.009869222963735706	0.009864222963735673
1000000	8	51	0.010555781897390148	0.009866293569285681	0.009861293569285648
1000000	9	15	0.009114485439931106	0.010097427949806944	0.00996742794980698
1000000	9	17	0.009117681026666017	0.010093167167493719	0.009963167167493753
1000000	9	19	0.009123071926718586	0.010085979300756966	0.009955979300757003
1000000	9	21	0.009125669997820005	0.010082515205955073	0.00995251520595511
1000000	9	23	0.009129756679128579	0.010077066297543635	0.00994706629754367
1000000	9	25	0.009139210825859693	0.010064460768568827	0.009934460768568864
1000000	9	27	0.00914659674505378	0.01005461287631004	0.009924612876310076
1000000	9	29	0.00915306832429527	0.010045984103988062	0.009915984103988099
1000000	9	31	0.009153525259938912	0.010045374856463198	0.009915374856463235
1000000	9	33	0.00914620529136705	0.010055134814559014	0.00992513481455905
1000000	9	35	0.009138429272698444	0.010065502839450489	0.009935502839450524
