ps	pd	d	seed	ksize	subst_rate_lin	del_rate_lin	ins_rate_lin	subst_rate_poly	del_rate_poly	ins_rate_poly	subst_rate_smm
0.01	0.01	0.01	0	21	0.010415190681220904	0.009989056287170972	0.009920014240564568	0.010165965997671696	0.010011398960487722	0.010586622665619716	0.028623540685174476
0.01	0.01	0.01	0	31	0.010385714026967904	0.010028358492841635	0.009959316446235232	0.0	0.0	0.0	0.02907195601099588
0.01	0.01	0.01	0	41	0.010379894566949122	0.010036117772866684	0.009967075726260282	None	None	None	0.029298105657774576
0.01	0.01	0.01	1	21	0.010415190681220904	0.009989056287170972	0.009920014240564568	0.010165965997671696	0.010011398960487722	0.010586622665619716	0.028623540685174476
0.01	0.01	0.01	1	31	0.010385714026967904	0.010028358492841635	0.009959316446235232	0.0	0.0	0.0	0.02907195601099588
0.01	0.01	0.01	1	41	0.010379894566949122	0.010036117772866684	0.009967075726260282	None	None	None	0.029298105657774576
0.01	0.01	0.01	2	21	0.010757387742637597	0.00992962418452364	0.01006270523088098	0.01031790730383358	0.009995847201982022	0.010643056042654031	0.028633588145030586
0.01	0.01	0.01	2	31	0.010760386874145725	0.009925625342512808	0.010058706388870152	0.0	0.0	0.0	0.02897290020353338
0.01	0.01	0.01	2	41	0.01070936672231354	0.009993652211622383	0.010126733257979723	1.008920559342868e-16	9.721160337842269e-17	2.220446049250313e-16	0.029178483610984518
0.01	0.01	0.01	3	21	0.009189117905876332	0.009796509346711219	0.009984623908479368	0.010019568099881698	0.009767434932871723	0.0106954259477956	0.02852942636344058
0.01	0.01	0.01	3	31	0.009195163625268666	0.009788448387521437	0.009976562949289587	None	None	None	0.028894937598033965
0.01	0.01	0.01	3	41	0.009209915941848834	0.009768778632081206	0.009956893193849355	None	None	None	0.029075063278827473
0.01	0.01	0.01	4	21	0.010046525374587913	0.010049765328076795	0.009884664781844152	0.010255568261414296	0.010121618560635476	0.010475271255673935	0.028461044482632092
0.01	0.01	0.01	4	31	0.010049102281909911	0.010046329451647464	0.00988122890541482	0.0	0.0	0.0	0.028890076234426965
0.01	0.01	0.01	4	41	0.010046430130038284	0.010049892320809637	0.009884791774576993	None	None	None	0.029136784871792387
0.01	0.01	0.01	5	21	0.009813132558752725	0.009901766001782329	0.009905768439266658	0.009918191699980206	0.009887696566332987	0.010513122289582011	0.02836029956066266
0.01	0.01	0.01	5	31	0.00984091977491257	0.009864716380235871	0.0098687188177202	0.0	0.0	0.0	0.028728504471325356
0.01	0.01	0.01	5	41	0.009844306399635093	0.009860200880605829	0.009864203318090157	0.2711781329154866	0.2687238501101684	1.4749129654406432	0.028938641383713715
0.01	0.01	0.01	6	21	0.010294922154699722	0.010189097387123446	0.010020995012777499	0.01006395515022549	0.01024713663401591	0.01073245894115904	0.028708564048024132
0.01	0.01	0.01	6	31	0.01033638559618039	0.01013381279848255	0.009965710424136602	1.4190260584146612e-16	1.4410781397223283e-16	2.220446049250313e-16	0.029063221364881597
0.01	0.01	0.01	6	41	0.010374586062605452	0.010082878843249142	0.009914776468903196	0.0	0.0	0.0	0.029228977506972398
0.01	0.01	0.01	7	21	0.009756169284707777	0.010002282740493924	0.009927237037660915	0.010195511789995828	0.0101151726892213	0.010703103679331694	0.02841866857735109
0.01	0.01	0.01	7	31	0.009735132896896514	0.010030331257575601	0.009955285554742593	0.059117669358314515	0.05832475725789247	0.07194051035628068	0.02886443838790176
0.01	0.01	0.01	7	41	0.009769065147556232	0.00998508825669598	0.00991004255386297	None	None	None	0.029070982146850888
0.01	0.01	0.01	8	21	0.00917839789858668	0.00998465230606653	0.009976647431097647	0.009997069992452135	0.009939382224565392	0.0106334278419149	0.028693570466230556
0.01	0.01	0.01	8	31	0.009215193644440999	0.00993559131159411	0.00992758643662523	1.4679378186349385e-16	1.4452436561362648e-16	2.220446049250313e-16	0.029085994654925895
0.01	0.01	0.01	8	41	0.009234041510934673	0.009910460822935875	0.009902455947966992	0.0	0.0	0.0	0.029258210711703314
0.01	0.01	0.01	9	21	0.009883119335095707	0.010071114394188143	0.009942035785315353	0.010291589253919113	0.010140785995501155	0.010574116328405436	0.02859226801617476
