L	simulation	ksize	subst_rate	del_rate	ins_rate
33333	15	21	-0.007168465996589887	0.00955795466211986	0.009557954662119861
33333	15	31	-0.0073358156922666146	0.009781087589688814	0.009781087589688814
33333	15	41	-0.007428191894635792	0.009904255859514393	0.009904255859514393
33333	16	21	-0.008344122439535879	0.011125496586047839	0.01112549658604784
33333	16	31	-0.00838954947064054	0.011186065960854046	0.011186065960854044
33333	16	41	-0.008626894674660521	0.01150252623288069	0.011502526232880688
33333	17	21	-0.007822038198898651	0.01042938426519819	0.010429384265198188
33333	17	31	-0.00793964210545894	0.01058618947394524	0.010586189473945238
33333	17	41	-0.008143898612691871	0.01085853148358916	0.01085853148358916
33333	18	21	-0.008582004559727545	0.011442672746303393	0.011442672746303393
33333	18	31	-0.00840973582038358	0.011212981093844762	0.01121298109384476
33333	18	41	-0.00849132007185573	0.011321760095807626	0.011321760095807624
33333	19	21	-0.006893228845075441	0.00919097179343392	0.00919097179343392
33333	19	31	-0.006928957376413709	0.009238609835218285	0.009238609835218287
33333	19	41	-0.006926375196980253	0.009235166929306995	0.009235166929306994
100000	0	21	-0.006850310950709823	0.009133747934279741	0.009133747934279738
100000	0	31	-0.006835560064324933	0.00911408008576658	0.00911408008576658
100000	0	41	-0.006725054086871294	0.00896673878249505	0.008966738782495048
100000	1	21	-0.006850310950709808	0.009133747934279741	0.00913374793427974
100000	1	31	-0.0068355600643249465	0.00911408008576658	0.009114080085766578
100000	1	41	-0.006725054086871289	0.00896673878249505	0.00896673878249505
100000	2	21	-0.007147582801783512	0.00953011040237802	0.00953011040237802
100000	2	31	-0.00700207702464868	0.009336102699531574	0.009336102699531574
100000	2	41	-0.00683493416196737	0.009113245549289835	0.009113245549289837
100000	3	21	-0.007604538169853177	0.010139384226470904	0.010139384226470904
100000	3	31	-0.007606385280766666	0.01014184704102222	0.01014184704102222
100000	3	41	-0.007581010242681544	0.010108013656908733	0.010108013656908735
100000	4	21	-0.007530258803617032	0.010040345071489376	0.010040345071489376
100000	4	31	-0.007327651940505244	0.009770202587340321	0.009770202587340321
100000	4	41	-0.007175863354865259	0.009567817806487017	0.009567817806487017
100000	5	21	-0.007261465186539625	0.009681953582052816	0.009681953582052814
100000	5	31	-0.007256151534502148	0.009674868712669527	0.009674868712669527
100000	5	41	-0.0073600868858741736	0.009813449181165565	0.009813449181165565
100000	6	21	-0.008038521086161205	0.010718028114881598	0.010718028114881597
100000	6	31	-0.007913276387086388	0.01055103518278184	0.010551035182781839
100000	6	41	-0.00800243396713635	0.010669911956181775	0.010669911956181772
100000	7	21	-0.007679592958129199	0.01023945727750559	0.01023945727750559
100000	7	31	-0.007792488884343279	0.010389985179124353	0.010389985179124352
100000	7	41	-0.0077614215234046	0.010348562031206128	0.010348562031206128
100000	8	21	-0.008311958180460408	0.01108261090728054	0.01108261090728054
100000	8	31	-0.008451411305555209	0.011268548407406938	0.011268548407406936
100000	8	41	-0.008593638330365324	0.011458184440487103	0.011458184440487105
100000	9	21	-0.007524646484763979	0.010032861979685321	0.010032861979685323
100000	9	31	-0.0074261136752370935	0.009901484900316131	0.009901484900316131
100000	9	41	-0.007431957416892638	0.00990927655585685	0.009909276555856848
100000	10	21	-0.007249357991482841	0.009665810655310468	0.00966581065531047
100000	10	31	-0.007205623458951115	0.009607497945268157	0.009607497945268157
100000	10	41	-0.0071233872512035555	0.009497849668271401	0.009497849668271401
100000	11	21	-0.00786178234057492	0.010482376454099886	0.010482376454099884
100000	11	31	-0.008114325522846511	0.010819100697128681	0.010819100697128681
100000	11	41	-0.008057932037569382	0.010743909383425839	0.010743909383425839
100000	12	21	-0.007182231803377248	0.00957630907116967	0.009576309071169672
100000	12	31	-0.007162791114376197	0.0095503881525016	0.009550388152501602
100000	12	41	-0.007249088076482698	0.009665450768643596	0.009665450768643596
100000	13	21	-0.007495353953229344	0.009993805270972465	0.009993805270972465
100000	13	31	-0.0074660938226207615	0.009954791763494354	0.009954791763494356
100000	13	41	-0.007298143756182405	0.009730858341576545	0.009730858341576547
100000	14	21	-0.0076381571325326485	0.01018420951004353	0.010184209510043528
100000	14	31	-0.007634520455482382	0.010179360607309847	0.010179360607309847
100000	14	41	-0.007813763720875517	0.010418351627834022	0.010418351627834022
100000	15	21	-0.007579385792620262	0.010105847723493674	0.010105847723493672
100000	15	31	-0.007694423587311265	0.01025923144974835	0.01025923144974835
100000	15	41	-0.007709107874937023	0.010278810499916032	0.010278810499916033
100000	16	21	-0.008137203976969293	0.010849605302625707	0.010849605302625704
100000	16	31	-0.007965892705895252	0.010621190274527011	0.010621190274527011
100000	16	41	-0.007864625042441876	0.010486166723255842	0.010486166723255842
100000	17	21	-0.00738711080845066	0.00984948107793422	0.009849481077934222
100000	17	31	-0.007368027002022705	0.00982403600269694	0.00982403600269694
100000	17	41	-0.007412649152130787	0.009883532202841055	0.009883532202841057
100000	18	21	-0.008001510383083714	0.010668680510778279	0.010668680510778277
100000	18	31	-0.007929086440165415	0.010572115253553888	0.010572115253553886
100000	18	41	-0.00800799135728757	0.010677321809716749	0.010677321809716747
100000	19	21	-0.0072857661692440805	0.009714354892325434	0.009714354892325434
100000	19	31	-0.007355870829239238	0.009807827772318985	0.009807827772318985
100000	19	41	-0.007402672859752447	0.009870230479669943	0.009870230479669945
333333	0	21	-0.007316022664312167	0.009754696885749545	0.009754696885749543
333333	0	31	-0.007337521593885376	0.0097833621251805	0.0097833621251805
333333	0	41	-0.007269245149842755	0.009692326866457	0.009692326866457
333333	1	21	-0.007316022664312156	0.009754696885749545	0.009754696885749545
333333	1	31	-0.007337521593885373	0.009783362125180498	0.009783362125180498
333333	1	41	-0.007269245149842741	0.009692326866456998	0.009692326866457
333333	2	21	-0.007617910221438713	0.010157213628584948	0.010157213628584948
333333	2	31	-0.007608713651315622	0.010144951535087505	0.010144951535087507
333333	2	41	-0.007635752933414796	0.010181003911219736	0.010181003911219738
333333	3	21	-0.0073511025848784425	0.009801470113171248	0.009801470113171248
333333	3	31	-0.0073319965049397666	0.009775995339919675	0.009775995339919673
333333	3	41	-0.007295777251489057	0.00972770300198541	0.00972770300198541
333333	4	21	-0.007755231926921498	0.010340309235895325	0.010340309235895325
333333	4	31	-0.007725487375889572	0.010300649834519419	0.010300649834519417
333333	4	41	-0.0077489218579018726	0.010331895810535821	0.010331895810535821
333333	5	21	-0.0075395912778850535	0.01005278837051339	0.010052788370513387
333333	5	31	-0.007518625105617295	0.010024833474156397	0.010024833474156397
333333	5	41	-0.00753385926251139	0.010045145683348522	0.010045145683348522
333333	6	21	-0.007990953454455437	0.010654604605940596	0.010654604605940596
333333	6	31	-0.0079133894697881	0.010551185959717466	0.010551185959717465
333333	6	41	-0.007834321447648805	0.010445761930198421	0.010445761930198423
333333	7	21	-0.0076472051864206235	0.01019627358189416	0.010196273581894158
333333	7	31	-0.0075559257314341925	0.010074567641912254	0.010074567641912252
333333	7	41	-0.007445297810041447	0.009927063746721924	0.009927063746721922
333333	8	21	-0.007616329481820982	0.010155105975761318	0.01015510597576132
333333	8	31	-0.007569377870082235	0.010092503826776315	0.010092503826776315
333333	8	41	-0.00757919872502478	0.010105598300033046	0.010105598300033046
333333	9	21	-0.007833374515963625	0.01044449935461818	0.010444499354618181
333333	9	31	-0.007756827105091693	0.010342436140122263	0.010342436140122263
333333	9	41	-0.007695598025172069	0.010260797366896099	0.010260797366896099
333333	10	21	-0.007478374179861136	0.009971165573148175	0.009971165573148175
333333	10	31	-0.007432349512180155	0.00990979934957354	0.00990979934957354
333333	10	41	-0.007453815269217279	0.00993842035895637	0.00993842035895637
333333	11	21	-0.007805369844390713	0.010407159792520947	0.010407159792520947
333333	11	31	-0.007939152516930684	0.010585536689240907	0.010585536689240907
333333	11	41	-0.007967060716757544	0.010622747622343394	0.010622747622343396
333333	12	21	-0.007444490724424081	0.009925987632565442	0.009925987632565442
333333	12	31	-0.007410398000377508	0.009880530667170009	0.009880530667170009
333333	12	41	-0.007399254560181746	0.00986567274690899	0.00986567274690899
333333	13	21	-0.007239098634281746	0.00965213151237565	0.009652131512375648
333333	13	31	-0.007192745989962236	0.00959032798661631	0.00959032798661631
333333	13	41	-0.007089147831381379	0.009452197108508503	0.009452197108508503
333333	14	21	-0.007670305370295881	0.010227073827061166	0.010227073827061164
333333	14	31	-0.007607417507072235	0.01014322334276298	0.01014322334276298
333333	14	41	-0.0075591598675107735	0.010078879823347707	0.010078879823347707
333333	15	21	-0.0075966124886699595	0.010128816651559939	0.010128816651559939
333333	15	31	-0.007599619820477029	0.010132826427302701	0.010132826427302701
333333	15	41	-0.007546080573996951	0.010061440765329265	0.010061440765329265
333333	16	21	-0.00793841273043688	0.010584550307249172	0.010584550307249172
333333	16	31	-0.00788774058813181	0.010516987450842421	0.010516987450842421
333333	16	41	-0.007800754079949671	0.010401005439932887	0.010401005439932885
333333	17	21	-0.007538323299979952	0.010051097733306607	0.010051097733306608
333333	17	31	-0.007575239666093029	0.010100319554790696	0.010100319554790694
333333	17	41	-0.007638664078090181	0.010184885437453568	0.010184885437453568
333333	18	21	-0.007825477313437872	0.0104339697512505	0.0104339697512505
333333	18	31	-0.007826996913159643	0.010435995884212856	0.010435995884212856
333333	18	41	-0.00787893913100675	0.010505252174675676	0.010505252174675678
333333	19	21	-0.007512489829210708	0.010016653105614276	0.010016653105614276
333333	19	31	-0.007605886790996355	0.010141182387995131	0.01014118238799513
333333	19	41	-0.007673806779478182	0.01023174237263758	0.01023174237263758
1000000	0	21	-0.0076247671264748395	0.010166356168633118	0.010166356168633118
1000000	0	31	-0.007654128319713659	0.010205504426284887	0.010205504426284887
1000000	0	41	-0.007659727061008195	0.010212969414677593	0.010212969414677593
1000000	1	21	-0.00762476712647484	0.010166356168633118	0.010166356168633118
1000000	1	31	-0.007654128319713657	0.010205504426284887	0.010205504426284888
1000000	1	41	-0.007659727061008194	0.010212969414677593	0.010212969414677593
1000000	2	21	-0.007587834678714068	0.01011711290495209	0.01011711290495209
1000000	2	31	-0.007583596712631595	0.010111462283508794	0.010111462283508794
1000000	2	41	-0.007634171775900171	0.010178895701200223	0.010178895701200223
1000000	3	21	-0.007474496948666472	0.009965995931555288	0.009965995931555288
1000000	3	31	-0.007468770329812406	0.009958360439749877	0.009958360439749877
1000000	3	41	-0.0074532613525226075	0.009937681803363496	0.0099376818033635
1000000	4	21	-0.007677299379905017	0.010236399173206685	0.010236399173206685
1000000	4	31	-0.007673761824807212	0.010231682433076275	0.010231682433076273
1000000	4	41	-0.0076750458583042845	0.01023339447773904	0.01023339447773904
1000000	5	21	-0.007558281314037413	0.010077708418716547	0.010077708418716545
1000000	5	31	-0.00753130577274439	0.010041741030325848	0.010041741030325846
1000000	5	41	-0.007529292048869083	0.010039056065158777	0.010039056065158777
1000000	6	21	-0.007777990822340142	0.010370654429786854	0.010370654429786854
1000000	6	31	-0.007736475001233165	0.010315300001644219	0.010315300001644219
1000000	6	41	-0.007696984563606847	0.01026264608480913	0.010262646084809132
1000000	7	21	-0.007633234408450418	0.01017764587793389	0.01017764587793389
1000000	7	31	-0.0076544057132099	0.010205874284279864	0.010205874284279862
1000000	7	41	-0.007620098086301222	0.010160130781734953	0.010160130781734951
1000000	8	21	-0.0076135656660175546	0.010151420888023403	0.010151420888023403
1000000	8	31	-0.007576361349764231	0.01010181513301897	0.01010181513301897
1000000	8	41	-0.007557100523322404	0.010076134031096529	0.010076134031096527
1000000	9	21	-0.007690217340074634	0.010253623120099519	0.01025362312009952
1000000	9	31	-0.007661889353074912	0.01021585247076655	0.01021585247076655
1000000	9	41	-0.007703339431169975	0.010271119241559963	0.010271119241559963
1000000	10	21	-0.007622673400181578	0.010163564533575446	0.010163564533575448
1000000	10	31	-0.007573413043186437	0.010097884057581928	0.01009788405758193
1000000	10	41	-0.0075104273051247615	0.010013903073499685	0.010013903073499685
1000000	11	21	-0.007589272826414146	0.010119030435218845	0.010119030435218843
1000000	11	31	-0.007624599253750687	0.010166132338334246	0.010166132338334246
1000000	11	41	-0.007627717676892673	0.010170290235856892	0.010170290235856892
1000000	12	21	-0.0075174734579202575	0.010023297943893677	0.010023297943893677
1000000	12	31	-0.007510779243219304	0.010014372324292397	0.010014372324292396
1000000	12	41	-0.007505367785116007	0.010007157046821324	0.010007157046821322
1000000	13	21	-0.007514904896573693	0.010019873195431604	0.010019873195431605
1000000	13	31	-0.007488628622103944	0.009984838162805262	0.009984838162805262
1000000	13	41	-0.007395655770362363	0.00986087436048315	0.00986087436048315
1000000	14	21	-0.007569313627766502	0.010092418170355326	0.010092418170355324
1000000	14	31	-0.007551507533998809	0.010068676711998414	0.010068676711998414
1000000	14	41	-0.007539079166041096	0.010052105554721453	0.010052105554721453
1000000	15	21	-0.007752906620858824	0.010337208827811762	0.01033720882781176
1000000	15	31	-0.007753646432506962	0.010338195243342613	0.010338195243342613
1000000	15	41	-0.0077447625172798636	0.010326350023039811	0.010326350023039811
1000000	16	21	-0.007720518244813554	0.010294024326418082	0.010294024326418084
1000000	16	31	-0.007714018081300498	0.010285357441734002	0.010285357441734002
1000000	16	41	-0.0077115919752241266	0.010282122633632177	0.01028212263363218
1000000	17	21	-0.007717681114795801	0.010290241486394416	0.010290241486394418
1000000	17	31	-0.007769648736813061	0.010359531649084083	0.010359531649084083
1000000	17	41	-0.007801947128872502	0.010402596171829996	0.010402596171829995
1000000	18	21	-0.007776921060927765	0.010369228081237015	0.010369228081237015
1000000	18	31	-0.00778888860263486	0.010385184803513152	0.010385184803513154
1000000	18	41	-0.007800784389971175	0.010401045853294905	0.010401045853294905
1000000	19	21	-0.007614694673588488	0.010152926231451307	0.010152926231451306
1000000	19	31	-0.007635315540345841	0.010180420720461113	0.010180420720461112
1000000	19	41	-0.007643539418757389	0.010191385891676516	0.010191385891676516
