simulation	ksize	subst_rate	del_rate	ins_rate
1000000	6	31	0.04740291125688225	0.051332438703188	0.05054643870318805
1000000	6	33	0.04794288437604659	0.05061247454430218	0.04982647454430222
1000000	6	35	0.04865837856924618	0.049658482286702714	0.04887248228670275
1000000	6	37	0.04921126902999612	0.04892129500570281	0.048135295005702856
1000000	6	39	0.05006841501079979	0.04777843369796461	0.04699243369796466
1000000	6	41	0.05076999374083567	0.04684299539125013	0.046056995391250174
1000000	6	43	0.050927730817298816	0.0466326792892992	0.04584667928929924
1000000	6	45	0.05106941572235753	0.046443766082554246	0.045657766082554285
1000000	6	47	0.05067000622082488	0.04697631208459774	0.04619031208459778
1000000	6	49	0.04904249765708291	0.04914632350292045	0.048360323502920494
1000000	6	51	0.04653985149249545	0.0524831850557038	0.05169718505570385
1000000	7	15	0.047672447355082824	0.052611224186850075	0.052218224186850085
1000000	7	17	0.048606609948738194	0.05136567406197627	0.05097267406197629
1000000	7	19	0.049114813911147595	0.05068806877876374	0.05029506877876376
1000000	7	21	0.048994317936636056	0.050848730078112477	0.05045573007811249
1000000	7	23	0.04917239079614621	0.0506112995987656	0.05021829959876562
1000000	7	25	0.04911402640624351	0.050689118785302516	0.05029611878530253
1000000	7	27	0.04906878498230186	0.05074944068389151	0.05035644068389155
1000000	7	29	0.04892955087341462	0.0509350861624078	0.05054208616240784
1000000	7	31	0.048879007051805694	0.05100247792455296	0.05060947792455298
1000000	7	33	0.049203315422621685	0.050570066763465024	0.05017706676346506
1000000	7	35	0.04936973140607355	0.05034817878552924	0.049955178785529276
1000000	7	37	0.05030620653128967	0.049099545285240985	0.048706545285241015
1000000	7	39	0.051082813315728816	0.048064069572655466	0.04767106957265548
1000000	7	41	0.05166529749562889	0.047287423999455395	0.046894423999455426
1000000	7	43	0.05171789087532475	0.04721729949319414	0.04682429949319416
1000000	7	45	0.05089109727899196	0.04831969095497123	0.04792669095497125
1000000	7	47	0.05052894237181406	0.04880256416454186	0.04840956416454189
1000000	7	49	0.05013395803179581	0.04932920995123278	0.04893620995123281
1000000	7	51	0.050036016049624835	0.04945979926079408	0.049066799260794096
1000000	8	15	0.045827090675675475	0.05326362802835646	0.053158628028356456
1000000	8	17	0.04689681372031844	0.05183733063549911	0.05173233063549909
1000000	8	19	0.04740146356035017	0.0511644641821235	0.051059464182123475
1000000	8	21	0.04754453610734294	0.05097370078613315	0.050868700786133134
1000000	8	23	0.04783259026149294	0.050589628580599684	0.050484628580599655
1000000	8	25	0.04787167081881167	0.05053752117084139	0.05043252117084136
1000000	8	27	0.04784918091230779	0.05056750771284661	0.0504625077128466
1000000	8	29	0.047833409481757155	0.050588536286914156	0.05048353628691415
1000000	8	31	0.04763387514561808	0.05085458206843293	0.0507495820684329
1000000	8	33	0.047463336333651414	0.05108196715105517	0.05097696715105515
1000000	8	35	0.047374590830584366	0.05120029448847786	0.05109529448847784
1000000	8	37	0.04722231448766047	0.05140332961237629	0.051298329612376264
1000000	8	39	0.04700002178226609	0.051699719886235576	0.05159471988623556
1000000	8	41	0.046599170624603815	0.05223418809645187	0.05212918809645184
1000000	8	43	0.04610993334786728	0.05288650446543396	0.05278150446543394
1000000	8	45	0.045630504231192796	0.05352574328766668	0.05342074328766668
1000000	8	47	0.044830884764249936	0.05459190257692372	0.0544869025769237
1000000	8	49	0.04397375496089518	0.0557347423147301	0.05562974231473008
1000000	8	51	0.04172923524898421	0.05872743526394465	0.058622435263944624
1000000	9	15	0.04415427945228209	0.05372664474379384	0.05311764474379387
1000000	9	17	0.04562262461661493	0.05176885119135013	0.051159851191350164
1000000	9	19	0.045630977059728565	0.05175771460053184	0.051148714600531865
1000000	9	21	0.04531113286121134	0.052184173531888214	0.05157517353188825
1000000	9	23	0.045403857880507034	0.052060540172827255	0.051451540172827284
1000000	9	25	0.0454144554123712	0.0520464101303416	0.05143741013034161
1000000	9	27	0.04551317431131344	0.051914784931752056	0.051305784931752085
1000000	9	29	0.04565364460212801	0.05172749121066586	0.051118491210665876
1000000	9	31	0.045759232528287216	0.05158670730912031	0.05097770730912033
1000000	9	33	0.04573756204700014	0.051615601284169754	0.051006601284169784
1000000	9	35	0.04586402932525151	0.05144697824650127	0.0508379782465013
1000000	9	37	0.04604493932342444	0.05120576491560397	0.050596764915603984
1000000	9	39	0.04613743150442401	0.051082442007604645	0.05047344200760468
1000000	9	41	0.04617583845951339	0.05103123273415211	0.050422232734152146
1000000	9	43	0.0453190663599487	0.05217359553357166	0.051564595533571685
1000000	9	45	0.04419238351561983	0.05367583932601022	0.05306683932601025
1000000	9	47	0.04366007852419562	0.05438557931457584	0.05377657931457587
1000000	9	49	0.04168617345700176	0.057017452737500994	0.05640845273750103
1000000	9	51	0.03791472722521045	0.06204604771322258	0.0614370477132226
