fA	simulation	ksize	subst_rate	del_rate	ins_rate
0.28	2	21	0.012466436848873764	0.0099157494879991	0.0100467494879992
0.28	2	31	0.012470590465662203	0.009910211332281196	0.010041211332281301
0.28	2	41	0.01242102201046928	0.009976302605871758	0.010107302605871862
0.28	3	21	0.008999132632641509	0.009803037835958322	0.009987037835958284
0.28	3	31	0.00900476561319699	0.009795527195217682	0.009979527195217644
0.28	3	41	0.009020020996824767	0.009775186683713974	0.009959186683713936
0.28	4	21	0.011133228834667492	0.010045314114942772	0.009876314114942797
0.28	4	31	0.011136700353465765	0.010040685423211744	0.00987168542321177
0.28	4	41	0.01113544028929731	0.010042365508769692	0.00987336550876972
0.28	5	21	0.014578792668995682	0.009856290977182929	0.0098552909771829
0.28	5	31	0.014605175530376876	0.009821113828674673	0.009820113828674646
0.28	5	41	0.014607145010702968	0.009818487854906561	0.009817487854906534
0.28	6	21	0.01210960974436614	0.010165998806432104	0.009997998806432158
0.28	6	31	0.012150306287740414	0.01011173674859972	0.009943736748599772
0.28	6	41	0.012189017416772125	0.010060121909890791	0.009892121909890845
0.28	7	21	0.008057905772061606	0.010019156794083828	0.009946156794083838
0.28	7	31	0.0080370641526474	0.010046945619969449	0.009973945619969461
0.28	7	41	0.008070837531811257	0.01000191444775096	0.00992891444775097
0.28	8	21	0.010577540742717025	0.009968150650438	0.009963150650437968
0.28	8	31	0.010614073385127433	0.009919440460557458	0.009914440460557427
0.28	8	41	0.010632986483278132	0.009894222996356544	0.009889222996356513
0.28	9	21	0.008973151535809009	0.010084067138087991	0.009954067138088028
0.28	9	31	0.009001011085496603	0.010046921071837885	0.009916921071837923
0.28	9	41	0.008960246434261236	0.010101273940151683	0.00997127394015172
0.29	0	21	0.01126167344347798	0.00997580281201067	0.009904802812010624
0.29	0	31	0.011232862582514885	0.010014217293294807	0.009943217293294764
0.29	0	41	0.011227368781370869	0.010021542361486826	0.009950542361486783
0.29	1	21	0.009144886011766934	0.009997159983515524	0.00992615998351548
0.29	1	31	0.00911601346970304	0.010035656706267394	0.00996465670626735
0.29	1	41	0.009110507906893772	0.010042997456679742	0.009971997456679697
0.29	2	21	0.012460971670412305	0.009915804363440858	0.010046804363440963
0.29	2	31	0.012465125310187543	0.009910266177073862	0.010041266177073965
0.29	2	41	0.012415556580674383	0.009976357816424758	0.010107357816424863
0.29	3	21	0.009814984681641587	0.009794967380353034	0.009978967380352996
0.29	3	31	0.009820613024785667	0.009787462922827605	0.009971462922827566
0.29	3	41	0.00983585584925592	0.009767139156867251	0.009951139156867211
0.29	4	21	0.010803456610422547	0.01004866407640929	0.009879664076409314
0.29	4	31	0.010806929286920225	0.010044033841079051	0.009875033841079076
0.29	4	41	0.010805668802539279	0.010045714486920312	0.009876714486920337
0.29	5	21	0.013519737750886137	0.009866883760610002	0.009865883760609973
0.29	5	31	0.013546148966537455	0.009831668806408247	0.009830668806408219
0.29	5	41	0.0135481205635095	0.009829040010445511	0.009828040010445483
0.29	6	21	0.010820769532174436	0.010179261763727835	0.01001126176372789
0.29	6	31	0.010861519169841476	0.0101249289135051	0.009956928913505154
0.29	6	41	0.010900280802917182	0.010073246736070813	0.009905246736070865
0.29	7	21	0.00881602533746995	0.010011499372507822	0.00993849937250783
0.29	7	31	0.008795199646847907	0.010039266960003897	0.009966266960003908
0.29	7	41	0.008828947213759522	0.009994270204121716	0.009921270204121724
0.29	8	21	0.010029306931681926	0.00997367395059046	0.009968673950590427
0.29	8	31	0.010065859816638456	0.009924936770648408	0.009919936770648374
0.29	8	41	0.010084783394437932	0.009899705333582441	0.009894705333582408
0.29	9	21	0.008756018878662347	0.010086276543711997	0.009956276543712034
0.29	9	31	0.00878388453234	0.010049122338808452	0.009919122338808489
0.29	9	41	0.00874311094962409	0.010103487115763012	0.00997348711576305
0.3	0	21	0.010899875409195306	0.009979453146736083	0.009908453146736038
0.3	0	31	0.010871054005793841	0.010017881684604702	0.009946881684604657
0.3	0	41	0.0108655581943642	0.010025209433177565	0.009954209433177522
0.3	1	21	0.009602277029848578	0.009992545170392766	0.009921545170392723
0.3	1	31	0.009573417815708432	0.010031024122579632	0.009960024122579588
0.3	1	41	0.009567914794335294	0.010038361484410483	0.009967361484410442
0.3	2	21	0.011839045581028017	0.009922049076058734	0.01005304907605884
0.3	2	31	0.011843201836656263	0.00991650740188772	0.010047507401887824
0.3	2	41	0.011793601890061829	0.00998264066401364	0.010113640664013745
0.3	3	21	0.009962326543846555	0.009793509866139295	0.009977509866139255
0.3	3	31	0.009967954049479916	0.009786006525294818	0.009970006525294778
0.3	3	41	0.009983194605782009	0.009765685783558702	0.009949685783558666
0.3	4	21	0.010639148478646315	0.010050333185781208	0.009881333185781233
0.3	4	31	0.010642621731964634	0.010045702181356777	0.009876702181356802
0.3	4	41	0.010641361038213943	0.010047383106357706	0.009878383106357733
0.3	5	21	0.012366269299051963	0.009878420878554795	0.009877420878554767
0.3	5	31	0.012392711396724123	0.00984316474832524	0.009842164748325211
0.3	5	41	0.012394685299038708	0.009840532878572459	0.009839532878572428
0.3	6	21	0.010497722532577419	0.010182586115745748	0.010014586115745802
0.3	6	31	0.01053848547829602	0.010128235521454292	0.009960235521454348
0.3	6	41	0.010577259770179027	0.01007653646561027	0.009908536465610324
0.3	7	21	0.009149578365173178	0.010008130304793944	0.009935130304793956
0.3	7	31	0.009128759682808248	0.010035888547947175	0.009962888547947185
0.3	7	41	0.009162495892995596	0.009990906934364047	0.009917906934364057
0.3	8	21	0.010478641802446268	0.009969147029210854	0.00996414702921082
0.3	8	31	0.010515178096521931	0.009920431970443302	0.00991543197044327
0.3	8	41	0.010534093085154628	0.009895211985599702	0.009890211985599667
0.3	9	21	0.009125669997820005	0.010082515205955073	0.00995251520595511
0.3	9	31	0.009153525259938912	0.010045374856463198	0.009915374856463235
0.3	9	41	0.00911276688235995	0.010099719359901824	0.009969719359901862
0.31	0	21	0.010716308691884497	0.009981305229663949	0.009910305229663905
0.31	0	31	0.010687481939529703	0.010019740899470348	0.009948740899470307
0.31	0	41	0.01068198510813449	0.010027070007997295	0.009956070007997251
0.31	1	21	0.010185565301812527	0.009986660126162778	0.009915660126162733
0.31	1	31	0.010156723084118104	0.010025116416422009	0.009954116416421965
0.31	1	41	0.010151223303713465	0.01003244945696152	0.009961449456961475
0.31	2	21	0.011260303764712022	0.009927860178671295	0.010058860178671398
0.31	2	31	0.011264462454558033	0.009922315258876619	0.010053315258876724
0.31	2	41	0.01121483345848227	0.009988487253644292	0.010119487253644394
0.31	3	21	0.010018082809742571	0.009792958321935682	0.009976958321935642
0.31	3	31	0.010023709998449903	0.009785455403659235	0.009969455403659195
0.31	3	41	0.010038949696444751	0.00976513580633278	0.009949135806332743
0.31	4	21	0.010411616282433828	0.010052644551122694	0.009883644551122719
0.31	4	31	0.010415090334527404	0.010048012481664604	0.009879012481664631
0.31	4	41	0.010413829350843637	0.010049693793242945	0.009880693793242969
0.31	5	21	0.012407252496502034	0.009878010960119676	0.009877010960119647
0.31	5	31	0.012433693496923592	0.009842756292890928	0.009841756292890897
0.31	5	41	0.012435667317328442	0.009840124532351141	0.009839124532351114
0.31	6	21	0.010389418086918487	0.010183700635004322	0.010015700635004374
0.31	6	31	0.010430185494282432	0.010129344091852394	0.009961344091852446
0.31	6	41	0.010468964030145782	0.010077639377367949	0.009909639377368005
0.31	7	21	0.008869917255865225	0.010010955034704762	0.00993795503470477
0.31	7	31	0.00884909269756215	0.010038721112442207	0.009965721112442217
0.31	7	41	0.00888283842957616	0.009993726803090193	0.009920726803090203
0.31	8	21	0.010496372028582616	0.009968968402211294	0.009963968402211261
0.31	8	31	0.01053290766800161	0.009920254216319301	0.009915254216319268
0.31	8	41	0.010551822317715875	0.009895034683366942	0.009890034683366909
0.31	9	21	0.00954422147403016	0.010078256288859748	0.009948256288859784
0.31	9	31	0.009572064969913203	0.010041131627682361	0.009911131627682397
0.31	9	41	0.009531323808926271	0.010095453175664931	0.009965453175664968
0.32	0	21	0.010839116447866186	0.00998006616981914	0.009909066169819096
0.32	0	31	0.010810293274008434	0.010018497068296143	0.0099474970682961
0.32	0	41	0.010804797124979197	0.01002582526700179	0.009954825267001746
0.32	1	21	0.00975896242338155	0.009990964304609145	0.009919964304609103
0.32	1	31	0.009730107774899443	0.01002943716925196	0.009958437169251919
0.32	1	41	0.009724605624129138	0.010036773370279027	0.009965773370278984
0.32	2	21	0.010900255103805705	0.00993147539992377	0.010062475399923873
0.32	2	31	0.010904415308034822	0.009925928460951597	0.010056928460951698
0.32	2	41	0.010854768239605303	0.009992124552190965	0.01012312455219107
0.32	3	21	0.01016437540133828	0.009791511187167432	0.009975511187167394
0.32	3	31	0.010170001758499097	0.009784009377619678	0.009968009377619642
0.32	3	41	0.010185239204478136	0.009763692782980954	0.009947692782980916
0.32	4	21	0.01022881029378252	0.01005450156930921	0.009885501569309233
0.32	4	31	0.010232284987635374	0.01004986864417208	0.009880868644172106
0.32	4	41	0.010231023771010948	0.010051550266337965	0.00988255026633799
0.32	5	21	0.012040707832173814	0.009881677180047638	0.00988067718004761
0.32	5	31	0.0120671586461624	0.009846409428062853	0.009845409428062824
0.32	5	41	0.01206913319914992	0.009843776690746165	0.009842776690746137
0.32	6	21	0.010158527813270845	0.010186076637716234	0.010018076637716289
0.32	6	31	0.010199304732252812	0.010131707412406946	0.009963707412407
0.32	6	41	0.01023809231570206	0.010079990634474623	0.009911990634474678
0.32	7	21	0.009164414903204816	0.010007980447658446	0.009934980447658457
0.32	7	31	0.009143596532569256	0.010035738275172524	0.009962738275172533
0.32	7	41	0.009177332237606129	0.009990757335123368	0.009917757335123378
0.32	8	21	0.01019150687616013	0.009972039832154068	0.009967039832154039
0.32	8	31	0.010228053772175814	0.009923310637466464	0.009918310637466432
0.32	8	41	0.01024697424947617	0.009898083334399331	0.0098930833343993
0.32	9	21	0.009908295242283706	0.010074551702724695	0.009944551702724732
0.32	9	31	0.009936128503397363	0.010037440687906473	0.009907440687906508
0.32	9	41	0.009895402318130029	0.010091742268262927	0.009961742268262961
0.33	0	21	0.010736183030393143	0.009981104708983545	0.0099101047089835
0.33	0	31	0.01070735685715701	0.010019539606631746	0.009948539606631703
0.33	0	41	0.01070186013619108	0.010026868567919648	0.009955868567919605
0.33	1	21	0.009770090259217771	0.009990852031125813	0.009919852031125772
0.33	1	31	0.009741235934989831	0.010029324463429728	0.009958324463429685
0.33	1	41	0.009735733846049954	0.01003666058201622	0.009965660582016174
0.33	2	21	0.010764063947929807	0.009932842884973937	0.010063842884974042
0.33	2	31	0.010768224724985927	0.00992729518223245	0.010058295182232556
0.33	2	41	0.01071857082055055	0.009993500388146276	0.01012450038814638
0.33	3	21	0.010109870605518217	0.009792050351756747	0.009976050351756707
0.33	3	31	0.010115497272491536	0.009784548129125662	0.009968548129125624
0.33	3	41	0.010130735557512812	0.009764230415763974	0.009948230415763936
0.33	4	21	0.009964605746722342	0.010057185467426939	0.009888185467426964
0.33	4	31	0.009968081368092503	0.010052551305600059	0.009883551305600084
0.33	4	41	0.009966819814805258	0.010054233376649712	0.009885233376649736
0.33	5	21	0.011883539038156442	0.009883249199560558	0.009882249199560527
0.33	5	31	0.011909994060053766	0.009847975837030792	0.009846975837030762
0.33	5	41	0.011911968927161624	0.009845342680886979	0.00984434268088695
0.33	6	21	0.01021941231188371	0.01018545009883466	0.010017450098834714
0.33	6	31	0.010260186722704177	0.0101310842177407	0.009963084217740755
0.33	6	41	0.010298971920354652	0.010079370620873409	0.009911370620873463
0.33	7	21	0.00921804310419668	0.010007438773545159	0.00993443877354517
0.33	7	31	0.00919722586033916	0.010035195098688535	0.009962195098688547
0.33	7	41	0.009230959739457367	0.009990216593197574	0.009917216593197584
0.33	8	21	0.010314817654611296	0.009970797511035395	0.009965797511035362
0.33	8	31	0.010351359997598583	0.00992207438705235	0.009917074387052319
0.33	8	41	0.010370278117777526	0.009896850226813756	0.009891850226813723
0.33	9	21	0.009629537118470624	0.010077388170414925	0.009947388170414963
0.33	9	31	0.009657378215977239	0.01004026670707278	0.009910266707072816
0.33	9	41	0.009616640564342749	0.010094583575918761	0.0099645835759188
0.34	0	21	0.01073871849694032	0.009981079127579819	0.009910079127579777
0.34	0	31	0.010709892397585165	0.010019513926720024	0.009948513926719981
0.34	0	41	0.01070439569070725	0.010026842869223921	0.00995584286922388
0.34	1	21	0.009796920284758846	0.009990581331551366	0.009919581331551325
0.34	1	31	0.009768066742331426	0.01002905272145459	0.009958052721454547
0.34	1	41	0.009762564802469252	0.010036388641270828	0.009965388641270785
0.34	2	21	0.010656730987878222	0.009933920607072091	0.010064920607072196
0.34	2	31	0.01066089221638227	0.009928372302400032	0.010059372302400135
0.34	2	41	0.010611232924455044	0.009994584691636322	0.010125584691636423
0.34	3	21	0.01007694152159913	0.009792376088157383	0.009976376088157345
0.34	3	31	0.010082568375745726	0.009784873615961916	0.009968873615961878
0.34	3	41	0.010097807167674524	0.009764555226723514	0.009948555226723476
0.34	4	21	0.00994905441095636	0.01005734344427198	0.009888343444272007
0.34	4	31	0.009952530086921091	0.010052709209652342	0.009883709209652368
0.34	4	41	0.009951268513817543	0.01005439130712373	0.009885391307123754
0.34	5	21	0.011519258006076588	0.00988689277839054	0.009885892778390512
0.34	5	31	0.0115457227809363	0.009851606411910923	0.009850606411910892
0.34	5	41	0.011547698376102701	0.00984897228502239	0.009847972285022362
0.34	6	21	0.009880320772366388	0.010188939559021748	0.010020939559021802
0.34	6	31	0.009921109152199684	0.010134555052577337	0.009966555052577389
0.34	6	41	0.009959907637373222	0.010082823739012634	0.009914823739012688
0.34	7	21	0.009342837332692814	0.010006178283694416	0.009933178283694426
0.34	7	31	0.009322022710877271	0.010033931112781816	0.009960931112781828
0.34	7	41	0.009355752341034963	0.00998895827257155	0.009915958272571558
0.34	8	21	0.010217207284398743	0.009971780907830385	0.009966780907830354
0.34	8	31	0.010253753231473149	0.009923052978397835	0.009918052978397802
0.34	8	41	0.01027267321750272	0.00989782633035841	0.009892826330358376
0.34	9	21	0.009706733621227691	0.010076602667259451	0.009946602667259488
0.34	9	31	0.009734572548601559	0.010039484097427618	0.009909484097427654
0.34	9	41	0.009693838072348774	0.010093796732431342	0.009963796732431378
0.35	0	21	0.010432541486359902	0.009984168278066944	0.009913168278066901
0.35	0	31	0.010403706465308239	0.010022614972802503	0.00995161497280246
0.35	0	41	0.010398208057195948	0.010029946183618875	0.00995894618361883
0.35	1	21	0.009932947195083025	0.009989208898018576	0.009918208898018532
0.35	1	31	0.009904097616345791	0.010027675003001554	0.00995667500300151
0.35	1	41	0.009898596432300167	0.010035009915062386	0.009964009915062341
0.35	2	21	0.010451864450275003	0.009935977656413143	0.010066977656413248
0.35	2	31	0.010456026540458201	0.009930428202835538	0.01006142820283564
0.35	2	41	0.010406356965419429	0.009996654302887228	0.01012765430288733
0.35	3	21	0.010331197219606425	0.009789860976102844	0.009973860976102806
0.35	3	31	0.010336822628529873	0.009782360430871587	0.00996636043087155
0.35	3	41	0.01035205750646794	0.009762047260287498	0.009946047260287461
0.35	4	21	0.00975296108368344	0.010059335440692267	0.009890335440692294
0.35	4	31	0.009756437448054012	0.01005470028819816	0.009885700288198185
0.35	4	41	0.009755175625078421	0.010056382718832291	0.009887382718832317
0.35	5	21	0.011238688731041915	0.009889699063046712	0.009888699063046682
0.35	5	31	0.0112651610176339	0.009854402680924055	0.009853402680924026
0.35	5	41	0.011267137173551045	0.009851767806367874	0.009850767806367846
0.35	6	21	0.009945148883710377	0.01018827243794329	0.010020272437943342
0.35	6	31	0.009985934592923474	0.010133891492325828	0.009965891492325882
0.35	6	41	0.010024730537765194	0.010082163565870205	0.009914163565870259
0.35	7	21	0.009313947711629827	0.01000647008464211	0.00993347008464212
0.35	7	31	0.009293132482816659	0.010034223723059664	0.009961223723059675
0.35	7	41	0.009326863096600458	0.00998924957134794	0.00991624957134795
0.35	8	21	0.01020782319922427	0.009971875449826941	0.00996687544982691
0.35	8	31	0.01024436949278912	0.009923147058407132	0.009918147058407099
0.35	8	41	0.010263289658198203	0.009897920171195014	0.009892920171194981
0.35	9	21	0.009654411956640909	0.01007713505967575	0.009947135059675786
0.35	9	31	0.00968225235487102	0.010040014528702275	0.009910014528702311
0.35	9	41	0.009641515726431923	0.010094330033287737	0.009964330033287774
