fA	simulation	ksize	subst_rate	del_rate	ins_rate
0.18	1	31	0.009332676712764828	0.010033462344507802	0.00996246234450776
0.18	1	41	0.00932717235378277	0.010040801489817217	0.009969801489817173
0.18	2	21	0.009916135564396706	0.009941356869458727	0.01007235686945883
0.18	2	31	0.00992029990788306	0.009935804411476913	0.010066804411477018
0.18	2	41	0.009870603442362527	0.010002066365504294	0.010133066365504397
0.18	3	21	0.010450655872146858	0.009788679284210084	0.009972679284210046
0.18	3	31	0.01045628060205145	0.009781179644337293	0.009965179644337255
0.18	3	41	0.010471513641053117	0.009760868925668407	0.00994486892566837
0.18	4	21	0.011415185827660872	0.010042449880200425	0.00987344988020045
0.18	4	31	0.01141865635662004	0.010037822508254874	0.009868822508254898
0.18	4	41	0.011417396651735473	0.01003950211476763	0.009870502114767655
0.18	5	21	0.008011696541226663	0.009921975792801761	0.00992097579280173
0.18	5	31	0.00803825522466803	0.009886564214879934	0.009885564214879905
0.18	5	41	0.008040237830109067	0.009883920740958552	0.009882920740958524
0.18	6	21	0.009504576717550953	0.010192806196100574	0.010024806196100626
0.18	6	31	0.00954538057631226	0.010138401051085492	0.009970401051085546
0.18	6	41	0.00958419378526156	0.010086650105819767	0.00991865010581982
0.18	7	21	0.011099041075157353	0.009988439666933925	0.009915439666933937
0.18	7	31	0.01107826335280422	0.010016143296738118	0.009943143296738127
0.18	7	41	0.011111933188206524	0.009971250182868367	0.009898250182868377
0.18	8	21	0.009376572889354434	0.009980250060934137	0.009975250060934105
0.18	8	31	0.009413149875339945	0.009931480746286789	0.009926480746286756
0.18	8	41	0.009432085930340535	0.009906232672952674	0.00990123267295264
0.18	9	21	0.010900273560330671	0.010064457954029375	0.00993445795402941
0.18	9	31	0.010928078935147125	0.010027384120940768	0.009897384120940803
0.18	9	41	0.010887393553668539	0.010081631296245558	0.009951631296245593
0.19	0	21	0.008089769656047973	0.010007805502583284	0.00993680550258324
0.19	0	31	0.00806086636893272	0.010046343218736955	0.009975343218736912
0.19	0	41	0.008055354943501075	0.010053691785979145	0.009982691785979101
0.19	1	21	0.00966786098294303	0.009991883465909256	0.009920883465909212
0.19	1	31	0.009639003679854678	0.01003035987002706	0.009959359870027017
0.19	1	41	0.009633501022890584	0.010037696745979176	0.009966696745979133
0.19	2	21	0.009368094554252542	0.009946859707608753	0.010077859707608857
0.19	2	31	0.009372261202827484	0.009941304176175498	0.0100723041761756
0.19	2	41	0.009322537228827978	0.010007602808174839	0.010138602808174942
0.19	3	21	0.010250858668435205	0.00979065568969266	0.009974655689692621
0.19	3	31	0.010256484534013632	0.009783154535588076	0.00996715453558804
0.19	3	41	0.010271720648676572	0.009762839716037494	0.009946839716037457
0.19	4	21	0.011503233812745813	0.010041555452666651	0.009872555452666675
0.19	4	31	0.011506704032603444	0.010036928492856475	0.0098679284928565
0.19	4	41	0.011505444439914084	0.010038607949775626	0.00986960794977565
0.19	5	21	0.007765497617004496	0.009924438301440047	0.009923438301440017
0.19	5	31	0.007792062891974483	0.009889017934813395	0.009888017934813366
0.19	5	41	0.0077940459894730585	0.00988637380481529	0.00988537380481526
0.19	6	21	0.00954483966058584	0.010192391865690162	0.010024391865690218
0.19	6	31	0.009585641860698968	0.010137988932206	0.009969988932206054
0.19	6	41	0.009624453491918584	0.010086240090579839	0.009918240090579894
0.19	7	21	0.011013121929193402	0.009989307497223652	0.009916307497223662
0.19	7	31	0.010992342401599658	0.010017013534015311	0.009944013534015321
0.19	7	41	0.01102601516235408	0.009972116519676087	0.009899116519676095
0.19	8	21	0.009374358500329466	0.009980272370275505	0.00997527237027547
0.19	8	31	0.009410935568077303	0.00993150294661172	0.009926502946611687
0.19	8	41	0.009429871665406578	0.00990625481683935	0.009901254816839317
0.19	9	21	0.010637370064847648	0.010067133094973738	0.009937133094973774
0.19	9	31	0.010665182830354884	0.010030049407630751	0.00990004940763079
0.19	9	41	0.010624486634669483	0.010084311001877965	0.009954311001878002
0.2	0	21	0.007829186179002355	0.010010434640458548	0.009939434640458504
0.2	0	31	0.0078002752987412416	0.010048982480806693	0.009977982480806651
0.2	0	41	0.0077947624254100295	0.010056332978581653	0.00998533297858161
0.2	1	21	0.009587639749084623	0.009992692852163245	0.0099216928521632
0.2	1	31	0.009558780108428528	0.010031172373038036	0.009960172373037991
0.2	1	41	0.009553277005725157	0.010038509843309187	0.009967509843309144
0.2	2	21	0.009010327406521523	0.009950452020360755	0.010081452020360858
0.2	2	31	0.009014495559883432	0.00994489448254488	0.010075894482544983
0.2	2	41	0.008964753628048872	0.010011217058324287	0.01014221705832439
0.2	3	21	0.010586304452660102	0.009787337440614429	0.00997133744061439
0.2	3	31	0.010591928411520147	0.009779838828801036	0.009963838828800997
0.2	3	41	0.010607159362359023	0.009759530894349201	0.009943530894349163
0.2	4	21	0.011219320614196124	0.010044439559347116	0.009875439559347141
0.2	4	31	0.011222791830760316	0.010039811270594851	0.009870811270594878
0.2	4	41	0.011221531876294358	0.010041491209882786	0.009872491209882815
0.2	5	21	0.006919249754424386	0.009932902565361256	0.00993190256536123
0.2	5	31	0.006945837686142463	0.00989745198973716	0.009896451989737131
0.2	5	41	0.006947822474967047	0.00989480560463771	0.009893805604637682
0.2	6	21	0.009759708197634364	0.010190180736487246	0.0100221807364873
0.2	6	31	0.00980050154615137	0.010135789605131233	0.009967789605131287
0.2	6	41	0.009839304757607272	0.010084051989856693	0.009916051989856749
0.2	7	21	0.010757130557775201	0.009991893149857102	0.009918893149857113
0.2	7	31	0.010736345651566349	0.010019606358135575	0.009946606358135586
0.2	7	41	0.010770027128246528	0.009974697722562006	0.009901697722562016
0.2	8	21	0.008994248744352725	0.009984101868257713	0.009979101868257682
0.2	8	31	0.009030839846968751	0.009935313731436354	0.009930313731436321
0.2	8	41	0.009049783210206597	0.009910055913785895	0.009905055913785862
0.2	9	21	0.010605876521639435	0.01006745355350079	0.009937453553500824
0.2	9	31	0.010633690172486875	0.010030368685704172	0.00990036868570421
0.2	9	41	0.010592992681353925	0.01008463200721479	0.009954632007214824
0.21	0	21	0.007846825301222937	0.010010256671828905	0.009939256671828862
0.21	0	31	0.007817914934948473	0.010048803826861522	0.009977803826861479
0.21	0	41	0.00781240215962684	0.01005615419395704	0.009985154193956996
0.21	1	21	0.009675994692393055	0.009991801401444447	0.009920801401444404
0.21	1	31	0.009647137626312986	0.01003027748955121	0.009959277489551164
0.21	1	41	0.009641635014542842	0.010037614305244736	0.009966614305244691
0.21	2	21	0.009312014182887685	0.00994742280635739	0.010078422806357495
0.21	2	31	0.009316181067339563	0.00994186696042158	0.010072866960421681
0.21	2	41	0.009266454278430782	0.010008169345633273	0.010139169345633378
0.21	3	21	0.010207154721940606	0.00979108801165642	0.009975088011656382
0.21	3	31	0.010212780835938075	0.009783586526326455	0.009967586526326417
0.21	3	41	0.010228017623375878	0.009763270809742727	0.009947270809742687
0.21	4	21	0.010903220527206766	0.010047650633637566	0.009878650633637593
0.21	4	31	0.010906692853472929	0.010043020865282689	0.009874020865282714
0.21	4	41	0.010905432496216214	0.010044701341624962	0.00987570134162499
0.21	5	21	0.005759788594193675	0.009944499623032593	0.009943499623032566
0.21	5	31	0.005786407568376481	0.009909007657455528	0.0099080076574555
0.21	5	41	0.005788394674520744	0.009906358182596525	0.009905358182596496
0.21	6	21	0.009504369045920008	0.010192808333169193	0.010024808333169245
0.21	6	31	0.009545172913236429	0.010138403176747288	0.009970403176747343
0.21	6	41	0.009583986130323477	0.010086652220631232	0.009918652220631286
0.21	7	21	0.011407450486077471	0.009985324563479035	0.009912324563479047
0.21	7	31	0.01138667924369086	0.01001301955332786	0.009940019553327871
0.21	7	41	0.011420338578452037	0.009968140440312976	0.009895140440312984
0.21	8	21	0.009036090351817636	0.0099836803259299	0.009978680325929867
0.21	8	31	0.009072679909507667	0.009934894249009873	0.009929894249009839
0.21	8	41	0.009091622472930992	0.009909637497778746	0.009904637497778715
0.21	9	21	0.01152549891061137	0.010058096053321603	0.00992809605332164
0.21	9	31	0.011553286709217112	0.010021045655180616	0.009891045655180652
0.21	9	41	0.011512627045602146	0.010075258540000557	0.009945258540000595
0.22	0	21	0.00791136369157422	0.01000960551647399	0.009938605516473948
0.22	0	31	0.007882455205884875	0.01004815016405977	0.009977150164059728
0.22	0	41	0.007876942789162771	0.0100555000530226	0.009984500053022557
0.22	1	21	0.009572086668006144	0.009992849773833813	0.009921849773833768
0.22	1	31	0.009543226574148597	0.010031329898977223	0.009960329898977178
0.22	1	41	0.009537723385026465	0.01003866748447338	0.009967667484473336
0.22	2	21	0.008628734524685263	0.009954283565498944	0.010085283565499049
0.22	2	31	0.008632904283046389	0.00994872388768411	0.010079723887684213
0.22	2	41	0.008583143197463181	0.010015072001795067	0.01014607200179517
0.22	3	21	0.01095068071541794	0.009783733009571064	0.009967733009571026
0.22	3	31	0.0109563026031149	0.009776237159308435	0.009960237159308397
0.22	3	41	0.010971527944776377	0.009755936703759809	0.00993993670375977
0.22	4	21	0.010668637846722827	0.010050033620689108	0.009881033620689133
0.22	4	31	0.010672110996515684	0.010045402754298632	0.00987640275429866
0.22	4	41	0.010670850340341846	0.0100470836291971	0.009878083629197124
0.22	5	21	0.004235546396412287	0.009959745260643462	0.009958745260643434
0.22	5	31	0.0042622061794089445	0.009924198883314597	0.009923198883314568
0.22	5	41	0.004264196331930723	0.00992154534661889	0.009920545346618861
0.22	6	21	0.008300481639680599	0.010205197073919816	0.01003719707391987
0.22	6	31	0.008341335101624646	0.010150725791327734	0.00998272579132779
0.22	6	41	0.008380195493824629	0.010098911935061107	0.00993091193506116
0.22	7	21	0.011721407884740824	0.009982153422318502	0.009909153422318512
0.22	7	31	0.011700643238889096	0.010009839616787499	0.009936839616787508
0.22	7	41	0.01173429188411268	0.00996497475648935	0.009891974756489362
0.22	8	21	0.008938750541931368	0.009984660996906338	0.009979660996906305
0.22	8	31	0.008975343693718545	0.009935870127856744	0.009930870127856713
0.22	8	41	0.00899428811782069	0.009910610895720573	0.00990561089572054
0.22	9	21	0.011645008092252251	0.01005688000290566	0.009926880002905697
0.22	9	31	0.011672792531239633	0.010019834084255804	0.00988983408425584
0.22	9	41	0.011632137783485546	0.01007404041459458	0.009944040414594617
0.23	0	21	0.0076384080691466	0.010012359482202467	0.009941359482202422
0.23	0	31	0.007609491629799233	0.010050914734665562	0.00997991473466552
0.23	0	41	0.0076039776964332804	0.010058266645820204	0.009987266645820161
0.23	1	21	0.008760910245155372	0.010001034078844314	0.00993003407884427
0.23	1	31	0.008732026514415818	0.010039545719830364	0.009968545719830321
0.23	1	41	0.008726518818093132	0.010046889314927298	0.009975889314927254
0.23	2	21	0.00777935129088601	0.009962812158024737	0.01009381215802484
0.23	2	31	0.007783524621796562	0.009957247716810674	0.010088247716810777
0.23	2	41	0.00773372090210312	0.010023652676401911	0.010154652676402016
0.23	3	21	0.010853768205065065	0.009784691673722682	0.009968691673722644
0.23	3	31	0.010859390643625648	0.00977719508897528	0.00996119508897524
0.23	3	41	0.010874617477150106	0.00975689264427599	0.009940892644275952
0.23	4	21	0.010425326016180524	0.010052505282026053	0.009883505282026079
0.23	4	31	0.010428800020144664	0.010047873276740543	0.009878873276740568
0.23	4	41	0.010427539053930535	0.010049554565026033	0.009880554565026059
0.23	5	21	0.0016602323355146636	0.009985503834289942	0.009984503834289914
0.23	5	31	0.0016869610678634953	0.009949865524491489	0.00994886552449146
0.23	5	41	0.0016889563674537017	0.009947205125037887	0.009946205125037858
0.23	6	21	0.0074638673881736615	0.01021380634835568	0.010045806348355732
0.23	6	31	0.007504755314779489	0.010159289112881229	0.009991289112881283
0.23	6	41	0.0075436484902543606	0.010107431545581393	0.009939431545581447
0.23	7	21	0.01253056307604501	0.009973980513053338	0.009900980513053348
0.23	7	31	0.012509815431291059	0.010001644039391949	0.009928644039391959
0.23	7	41	0.012543436526615085	0.009956815912293233	0.009883815912293243
0.23	8	21	0.008473296272565194	0.009989350316654969	0.009984350316654934
0.23	8	31	0.00850990661041301	0.009940536532857855	0.009935536532857822
0.23	8	41	0.008528859931808883	0.009915265437663325	0.009910265437663294
0.23	9	21	0.012760897842498998	0.010045525409256023	0.00991552540925606
0.23	9	31	0.012788650911815648	0.010008521316833836	0.009878521316833871
0.23	9	41	0.012748042064792242	0.010062666446198349	0.009932666446198385
0.24	0	21	0.0023517822333431783	0.010065698505746266	0.009994698505746222
0.24	0	31	0.0023227117469261536	0.010104459154302312	0.010033459154302269
0.24	0	41	0.0023171684390833184	0.010111850231426061	0.010040850231426018
0.24	1	21	0.008542520900288808	0.010003237502118316	0.009932237502118274
0.24	1	31	0.00851363080589889	0.010041757627971572	0.00997075762797153
0.24	1	41	0.008508121896123072	0.010049102841006031	0.009978102841005986
0.24	2	21	0.004674934330347325	0.009993983372893398	0.0101249833728935
0.24	2	31	0.004679120718594735	0.00998840152189684	0.01011940152189694
0.24	2	41	0.004629161175181705	0.0100550142464475	0.010186014246447604
0.24	3	21	0.011156683652274678	0.009781695216617673	0.009965695216617634
0.24	3	31	0.011162304369023546	0.009774200927619117	0.009958200927619081
0.24	3	41	0.011177526539493273	0.009753904700326234	0.009937904700326194
0.24	4	21	0.007914506966398727	0.010078011211415428	0.009909011211415453
0.24	4	31	0.007917989784852142	0.010073367453477575	0.009904367453477598
0.24	4	41	0.00791672561922507	0.010075053007646951	0.009906053007646977
0.24	5	21	-0.007383141779661356	0.010075956653887885	0.010074956653887857
0.24	5	31	-0.00735617092741099	0.010039995517554037	0.01003899551755401
0.24	5	41	-0.007354157553572622	0.010037311019102949	0.01003631101910292
0.24	6	21	0.0038879475086726696	0.010250604759986648	0.0100826047599867
0.24	6	31	0.003928982746741249	0.010195891109228456	0.010027891109228512
0.24	6	41	0.003968016046968113	0.010143846708926057	0.009975846708926109
0.24	7	21	0.014927755868098429	0.009949767556884839	0.009876767556884847
0.24	7	31	0.014907058590578722	0.0099773639269111	0.009904363926911108
0.24	7	41	0.0149405980669236	0.009932644625117901	0.009859644625117911
0.24	8	21	0.006166360801057962	0.01001259203722202	0.010007592037221987
0.24	8	31	0.0062030563183434	0.00996366468084142	0.009958664680841387
0.24	8	41	0.006222053737481948	0.009938334788656664	0.009933334788656632
0.24	9	21	0.014658361106636762	0.010026218014126141	0.009896218014126178
0.24	9	31	0.01468606083484354	0.009989285043183888	0.00985928504318392
0.24	9	41	0.014645530037600793	0.010043326106174127	0.009913326106174163
0.25	0	21	0.1773932898808154	0.008299630055371075	0.008228630055371031
0.25	0	31	0.17736931993152222	0.008331589987763026	0.008260589987762985
0.25	0	41	0.17736474921997464	0.008337684269824308	0.008266684269824263
0.25	1	21	-0.059091808033610485	0.010685629102246791	0.010614629102246748
0.25	1	31	-0.05912266892572758	0.010726776958403609	0.010655776958403567
0.25	1	41	-0.059128553637214164	0.010734623240384484	0.01066362324038444
0.25	2	21	-0.13605528360030167	0.011407044800334016	0.01153804480033412
0.25	2	31	-0.1360505052935432	0.011400673724656692	0.011531673724656794
0.25	2	41	-0.1361075286773803	0.011476704903103778	0.011607704903103882
0.25	3	21	0.09539263918781932	0.008948428277652479	0.00913242827765244
0.25	3	31	0.09539778109620929	0.008941572399799976	0.009125572399799938
0.25	3	41	0.0954117065454946	0.00892300513408424	0.009107005134084203
0.25	4	21	0.17530464265278292	0.008377593580098838	0.008208593580098861
0.25	4	31	0.17530753783089925	0.00837373334261036	0.008204733342610383
0.25	4	41	0.17530648696227163	0.008375134500784519	0.008206134500784544
0.25	5	21	0.5500520981631565	0.0045004282555360185	0.00449942825553599
0.25	5	31	0.5500641447002462	0.004484366206083322	0.004483366206083294
0.25	5	41	0.5500650439741146	0.004483167174259711	0.004482167174259684
0.25	6	21	-0.03378397484613001	0.01063827197638282	0.010470271976382872
0.25	6	31	-0.033741387698014554	0.010581489112228448	0.010413489112228502
0.25	6	41	-0.03370087819894908	0.010527476446807389	0.010359476446807445
0.25	7	21	-0.1020988501342407	0.01113180017899017	0.01105880017899018
0.25	7	31	-0.1021220062488212	0.01116267499843107	0.01108967499843108
0.25	7	41	-0.10208448228188903	0.011112643042522574	0.011039643042522584
0.25	8	21	-0.25636816468970663	0.01265755291975315	0.012652552919753115
0.25	8	31	-0.2563217755578819	0.012595700743981978	0.012590700743981944
0.25	8	41	-0.25629775971491997	0.01256367962002248	0.01255867962002245
0.25	9	21	-6.526186310745695	0.07658174767810559	0.07645174767810561
0.25	9	31	-6.525974736091665	0.07629964814090053	0.07616964814090056
0.25	9	41	-6.526284316363396	0.07671242183526242	0.07658242183526244
0.26	0	21	0.015351721726066239	0.009934536569909178	0.009863536569909136
0.26	0	31	0.01532303004508154	0.009972792144555452	0.009901792144555409
0.26	0	41	0.015317558969780482	0.00998008691162353	0.009909086911623486
0.26	1	21	0.009947948312464708	0.009989057545345233	0.009918057545345192
0.26	1	31	0.00991909917084519	0.010027523067504499	0.009956523067504454
0.26	1	41	0.00991359807015144	0.010034857868429548	0.009963857868429505
0.26	2	21	0.015106227398038968	0.009889243551630936	0.01002024355163104
0.26	2	31	0.015110369911732997	0.009883720200038856	0.010014720200038959
0.26	2	41	0.015060933958709553	0.009949634804070108	0.010080634804070211
0.26	3	21	0.0072678661025485265	0.009820163624499471	0.010004163624499433
0.26	3	31	0.007273508923852896	0.009812639862760293	0.009996639862760255
0.26	3	41	0.007288790958451355	0.009792263816628986	0.009976263816628948
0.26	4	21	0.014740185800114857	0.010008673167169494	0.009839673167169518
0.26	4	31	0.014743644656318718	0.01000406135889776	0.009835061358897787
0.26	4	41	0.014742389188317615	0.010005735316232493	0.009836735316232519
0.26	5	21	0.025930246013038564	0.009742752496033496	0.009741752496033469
0.26	5	31	0.02595632495989279	0.009707980566894479	0.00970698056689445
0.26	5	41	0.025958271753002624	0.00970538484274804	0.009704384842748012
0.26	6	21	0.018584220235383354	0.010099371088242881	0.009931371088242935
0.26	6	31	0.018624650054565015	0.010045464662667246	0.009877464662667299
0.26	6	41	0.018663107471763314	0.009994188106402901	0.009826188106402955
0.26	7	21	0.006280376203490771	0.010037110813332795	0.009964110813332807
0.26	7	31	0.006259497236538866	0.010064949435935357	0.00999194943593537
0.26	7	41	0.006293331136554136	0.010019837569248319	0.00994683756924833
0.26	8	21	0.012777586118251425	0.009945985817270995	0.009940985817270962
0.26	8	31	0.01281403752794845	0.00989738393767489	0.009892383937674856
0.26	8	41	0.012832908571591818	0.009872222546150493	0.00986722254615046
0.26	9	21	0.006409079363981601	0.0101101575270292	0.009980157527029238
0.26	9	31	0.006437010994356189	0.010072915353196425	0.009942915353196463
0.26	9	41	0.006396140873215523	0.010127408848050584	0.00999740884805062
0.27	0	21	0.012435064341629512	0.009963963970623652	0.009892963970623609
0.27	0	31	0.012406287672121446	0.010002332863301093	0.00993133286330105
0.27	0	41	0.012400800390777547	0.010009649238426286	0.009938649238426243
0.27	1	21	0.009582230645152498	0.009992747426920556	0.009921747426920511
0.27	1	31	0.009553370846880469	0.01003122715794996	0.009960227157949917
0.27	1	41	0.009547867714122107	0.01003856466829446	0.009967564668294416
0.27	2	21	0.012975505121271593	0.009910637972148155	0.010041637972148259
0.27	2	31	0.012979656596892757	0.009905102671319919	0.01003610267132002
0.27	2	41	0.012930113693973474	0.009971159875212273	0.010102159875212374
0.27	3	21	0.008545415546983329	0.009807526031583563	0.009991526031583525
0.27	3	31	0.008551051106527001	0.009800011952192019	0.00998401195219198
0.27	3	41	0.008566313474637271	0.009779662128045	0.009963662128044962
0.27	4	21	0.013000086177892655	0.010026349812604668	0.009857349812604693
0.27	4	31	0.013003551142895649	0.010021729859267324	0.009852729859267348
0.27	4	41	0.01300229345757148	0.010023406773032921	0.009854406773032946
0.27	5	21	0.01785363603385984	0.009823535634727673	0.009822535634727646
0.27	5	31	0.017879931217263407	0.009788475390189549	0.00978747539018952
0.27	5	41	0.017881894152429384	0.009785858143301584	0.009784858143301555
0.27	6	21	0.013171588893244242	0.0101550703887995	0.009987070388799554
0.27	6	31	0.013212241687958846	0.010100866662513369	0.009932866662513423
0.27	6	41	0.01325091120264522	0.010049307309598231	0.009881307309598287
0.27	7	21	0.007092626624505226	0.01002890664055743	0.00995590664055744
0.27	7	31	0.007071764723684759	0.010056722508318095	0.009983722508318105
0.27	7	41	0.007105570968414925	0.010011647515344557	0.00993864751534457
0.27	8	21	0.010316904362063813	0.009970776488049657	0.009965776488049624
0.27	8	31	0.010353446628003185	0.009922053466797167	0.009917053466797133
0.27	8	41	0.010372364708294127	0.009896829359742598	0.009891829359742565
0.27	9	21	0.008859024402762431	0.010085228424155773	0.009955228424155811
0.27	9	31	0.008886887160769255	0.010048078080146641	0.009918078080146678
0.27	9	41	0.008846117815056872	0.010102437207763146	0.009972437207763182
0.28	0	21	0.01118027116438035	0.009976624114333959	0.009905624114333914
0.28	0	31	0.011151457931435035	0.010015041758261076	0.009944041758261033
0.28	0	41	0.011145963677989413	0.010022367429521903	0.00995136742952186
0.28	1	21	0.009325871239298497	0.009995333946339408	0.009924333946339367
0.28	1	31	0.009297003970965842	0.01003382363744959	0.009962823637449547
0.28	1	41	0.009291499413778416	0.010041163047032826	0.009970163047032781
