L	simulation	ksize	subst_rate	del_rate	ins_rate
33333	18	21	-0.04339844763253985	0.057864596843386476	0.057864596843386476
33333	18	31	-0.04406779661016945	0.05875706214689265	0.05875706214689266
33333	18	41	-0.07775377969762434	0.10367170626349893	0.1036717062634989
33333	19	21	-0.0410367569063322	0.05471567587510954	0.05471567587510953
33333	19	31	-0.05867074102368214	0.07822765469824293	0.07822765469824294
33333	19	41	-0.09100257069408749	0.1213367609254499	0.12133676092544989
100000	0	21	-0.04445425310549216	0.05927233747398953	0.05927233747398953
100000	0	31	-0.05104408352668215	0.06805877803557618	0.06805877803557618
100000	0	41	-0.061590145576707736	0.08212019410227697	0.08212019410227697
100000	1	21	-0.04445425310549213	0.05927233747398952	0.05927233747398953
100000	1	31	-0.051044083526682126	0.06805877803557618	0.06805877803557618
100000	1	41	-0.06159014557670776	0.08212019410227697	0.08212019410227696
100000	2	21	-0.03905112328949853	0.05206816438599806	0.05206816438599807
100000	2	31	-0.038848147937133246	0.05179753058284431	0.0517975305828443
100000	2	41	-0.03227491121788178	0.04303321495717568	0.04303321495717568
100000	3	21	-0.039318135380484016	0.05242418050731195	0.05242418050731194
100000	3	31	-0.03887572690071076	0.05183430253428099	0.05183430253428099
100000	3	41	-0.030697061970208227	0.04092941596027762	0.04092941596027762
100000	4	21	-0.04012649473560359	0.053501992980804824	0.05350199298080483
100000	4	31	-0.04505804036997689	0.060077387159969194	0.060077387159969194
100000	4	41	-0.04860088365243004	0.06480117820324006	0.06480117820324006
100000	5	21	-0.040158518106748746	0.053544690808998235	0.05354469080899823
100000	5	31	-0.039495872903168534	0.05266116387089139	0.0526611638708914
100000	5	41	-0.033306139821941624	0.04440818642925549	0.04440818642925549
100000	6	21	-0.039432271757087606	0.052576362342783414	0.05257636234278341
100000	6	31	-0.03738636363636362	0.04984848484848484	0.04984848484848484
100000	6	41	-0.03177369620592576	0.04236492827456764	0.042364928274567636
100000	7	21	-0.03829587281697859	0.05106116375597149	0.0510611637559715
100000	7	31	-0.03533190578158455	0.04710920770877944	0.04710920770877944
100000	7	41	-0.030951917461553447	0.04126922328207124	0.04126922328207124
100000	8	21	-0.04393837087962684	0.05858449450616905	0.058584494506169045
100000	8	31	-0.04450143309699805	0.059335244129330715	0.05933524412933071
100000	8	41	-0.06015799068260087	0.0802106542434677	0.08021065424346768
100000	9	21	-0.036491297468354396	0.048655063291139236	0.048655063291139236
100000	9	31	-0.031250230703923805	0.041666974271898416	0.041666974271898416
100000	9	41	-0.028925703013345634	0.03856760401779424	0.038567604017794244
100000	10	21	-0.04068039632595793	0.054240528434610503	0.0542405284346105
100000	10	31	-0.03627627741015886	0.04836836988021182	0.04836836988021183
100000	10	41	-0.03646148911145169	0.04861531881526892	0.04861531881526891
100000	11	21	-0.04610147606890274	0.06146863475853704	0.06146863475853705
100000	11	31	-0.044795583472798765	0.0597274446303984	0.059727444630398405
100000	11	41	-0.048	0.064	0.064
100000	12	21	-0.03805440409898772	0.05073920546531694	0.05073920546531694
100000	12	31	-0.03271758345930159	0.04362344461240211	0.04362344461240211
100000	12	41	-0.026706645282755778	0.03560886037700765	0.035608860377007646
100000	13	21	-0.04234818816183195	0.05646425088244263	0.05646425088244264
100000	13	31	-0.045184589852515965	0.060246119803354654	0.06024611980335466
100000	13	41	-0.0540300322776817	0.07204004303690884	0.07204004303690882
100000	14	21	-0.04131415806141949	0.05508554408189265	0.05508554408189265
100000	14	31	-0.04749888070332533	0.0633318409377671	0.0633318409377671
100000	14	41	-0.05926087907281868	0.07901450543042496	0.07901450543042496
100000	15	21	-0.040946143925069796	0.054594858566759746	0.054594858566759746
100000	15	31	-0.03792973583687522	0.050572981115833644	0.050572981115833644
100000	15	41	-0.03682000195331574	0.04909333593775434	0.04909333593775434
100000	16	21	-0.04314553371157146	0.05752737828209526	0.05752737828209526
100000	16	31	-0.03625427963357082	0.04833903951142778	0.04833903951142778
100000	16	41	-0.032793064455333615	0.04372408594044479	0.04372408594044478
100000	17	21	-0.04746172578804851	0.06328230105073143	0.06328230105073145
100000	17	31	-0.044566805259017885	0.05942240701202382	0.05942240701202382
100000	17	41	-0.02825703435696561	0.03767604580928745	0.03767604580928745
100000	18	21	-0.04226826608505997	0.056357688113413296	0.056357688113413296
100000	18	31	-0.043190792494413675	0.057587723325884875	0.057587723325884875
100000	18	41	-0.04087804546535734	0.054504060620476406	0.054504060620476406
100000	19	21	-0.03995061939655435	0.05326749252873914	0.053267492528739135
100000	19	31	-0.04478426537027111	0.059712353827028226	0.05971235382702823
100000	19	41	-0.050483803113167865	0.06731173748422381	0.06731173748422381
333333	0	21	-0.042051414284201394	0.056068552378935155	0.05606855237893515
333333	0	31	-0.04507054768871421	0.06009406358495236	0.06009406358495237
333333	0	41	-0.04803736661561238	0.06404982215414995	0.06404982215414996
333333	1	21	-0.042051414284201366	0.056068552378935155	0.05606855237893515
333333	1	31	-0.0450705476887143	0.06009406358495236	0.060094063584952354
333333	1	41	-0.048037366615612455	0.06404982215414996	0.06404982215414996
333333	2	21	-0.040204686843230246	0.05360624912430693	0.053606249124306914
333333	2	31	-0.04077102351045983	0.05436136468061314	0.054361364680613145
333333	2	41	-0.038985456489281284	0.05198060865237507	0.051980608652375075
333333	3	21	-0.04221777504469884	0.05629036672626516	0.05629036672626516
333333	3	31	-0.04535029654969834	0.06046706206626454	0.060467062066264544
333333	3	41	-0.0464833292771964	0.06197777236959521	0.0619777723695952
333333	4	21	-0.041393807466721624	0.05519174328896211	0.055191743288962106
333333	4	31	-0.04119845649658644	0.054931275328781975	0.05493127532878198
333333	4	41	-0.04290886496433219	0.05721181995244297	0.057211819952442976
333333	5	21	-0.04265261318454043	0.056870150912720574	0.056870150912720574
333333	5	31	-0.04700057131974858	0.06266742842633148	0.0626674284263315
333333	5	41	-0.049062593512965026	0.06541679135061995	0.06541679135061994
333333	6	21	-0.03984105406253278	0.05312140541671024	0.053121405416710225
333333	6	31	-0.03748733535967586	0.04998311381290105	0.049983113812901034
333333	6	41	-0.03162058905878846	0.04216078541171795	0.04216078541171795
333333	7	21	-0.03891756027829723	0.05189008037106296	0.05189008037106296
333333	7	31	-0.03762449582086215	0.05016599442781625	0.05016599442781626
333333	7	41	-0.03348814470789539	0.04465085961052718	0.04465085961052717
333333	8	21	-0.04157737949527165	0.0554365059936956	0.05543650599369561
333333	8	31	-0.04271948608137045	0.0569593147751606	0.0569593147751606
333333	8	41	-0.04266847273958687	0.056891296986115815	0.056891296986115815
333333	9	21	-0.04010070377819116	0.053467605037588246	0.053467605037588246
333333	9	31	-0.035667844574887725	0.04755712609985037	0.047557126099850376
333333	9	41	-0.03056678673821951	0.04075571565095935	0.04075571565095935
333333	10	21	-0.042154400394861666	0.05620586719314893	0.056205867193148934
333333	10	31	-0.03919700402131271	0.0522626720284169	0.05226267202841689
333333	10	41	-0.03987068965517236	0.05316091954022988	0.05316091954022989
333333	11	21	-0.043697519708121156	0.058263359610828194	0.05826335961082819
333333	11	31	-0.04658827472558166	0.06211769963410887	0.06211769963410886
333333	11	41	-0.05630002004656978	0.0750666933954263	0.07506669339542629
333333	12	21	-0.040341690982076045	0.05378892130943476	0.053788921309434766
333333	12	31	-0.03665910581383449	0.048878807751779406	0.04887880775177941
333333	12	41	-0.03276960060731307	0.043692800809750756	0.04369280080975075
333333	13	21	-0.041307476433762674	0.055076635245016915	0.05507663524501692
333333	13	31	-0.04084374739896083	0.054458329865281034	0.05445832986528103
333333	13	41	-0.03890912321222349	0.05187883094963135	0.051878830949631353
333333	14	21	-0.04092525718281694	0.054567009577089286	0.05456700957708929
333333	14	31	-0.04150479628705039	0.05533972838273395	0.05533972838273396
333333	14	41	-0.047484132915416366	0.06331217722055525	0.06331217722055527
333333	15	21	-0.04123864353966634	0.0549848580528885	0.054984858052888504
333333	15	31	-0.04326923076923077	0.057692307692307696	0.05769230769230769
333333	15	41	-0.04804648745689035	0.06406198327585391	0.06406198327585393
333333	16	21	-0.04099704638648635	0.05466272851531509	0.05466272851531508
333333	16	31	-0.03877475045952676	0.051699667279369	0.05169966727936899
333333	16	41	-0.03853334557585775	0.05137779410114366	0.05137779410114366
333333	17	21	-0.04428869887018921	0.05905159849358564	0.05905159849358565
333333	17	31	-0.04464264781241309	0.059523530416550834	0.05952353041655084
333333	17	41	-0.03829903230203085	0.05106537640270774	0.05106537640270774
333333	18	21	-0.04372081947834369	0.05829442597112493	0.058294425971124934
333333	18	31	-0.04658180134685664	0.06210906846247549	0.0621090684624755
333333	18	41	-0.04690537021869613	0.06254049362492817	0.06254049362492817
333333	19	21	-0.040887228294613165	0.05451630439281762	0.05451630439281763
333333	19	31	-0.04458558453177701	0.059447446042369415	0.05944744604236943
333333	19	41	-0.050930043698518876	0.06790672493135852	0.06790672493135852
1000000	0	21	-0.041201931684562466	0.054935908912749985	0.05493590891274999
1000000	0	31	-0.04036786962899312	0.05382382617199091	0.05382382617199093
1000000	0	41	-0.041020260228585397	0.05469368030478056	0.05469368030478057
1000000	1	21	-0.04120193168456249	0.05493590891274999	0.05493590891274999
1000000	1	31	-0.04036786962899319	0.05382382617199092	0.05382382617199092
1000000	1	41	-0.0410202602285854	0.05469368030478056	0.05469368030478057
1000000	2	21	-0.04151543092996834	0.05535390790662447	0.05535390790662448
1000000	2	31	-0.04180887723299749	0.055745169643996687	0.05574516964399669
1000000	2	41	-0.0396367529043244	0.05284900387243245	0.05284900387243244
1000000	3	21	-0.04219145868961383	0.05625527825281841	0.05625527825281841
1000000	3	31	-0.042685497152388695	0.05691399620318493	0.056913996203184936
1000000	3	41	-0.045568969145279865	0.06075862552703978	0.06075862552703977
1000000	4	21	-0.04195808057350376	0.05594410743133839	0.055944107431338395
1000000	4	31	-0.041998773452730565	0.05599836460364075	0.05599836460364075
1000000	4	41	-0.04564982274830262	0.06086643033107013	0.06086643033107012
1000000	5	21	-0.041336078922548286	0.05511477189673107	0.05511477189673107
1000000	5	31	-0.04136641831269664	0.05515522441692885	0.05515522441692885
1000000	5	41	-0.043657234420217364	0.058209645893623055	0.05820964589362304
1000000	6	21	-0.04214342709487081	0.0561912361264944	0.05619123612649439
1000000	6	31	-0.0412139263235952	0.0549519017647936	0.0549519017647936
1000000	6	41	-0.03811394606606131	0.050818594754748356	0.05081859475474835
1000000	7	21	-0.04111913280061702	0.05482551040082264	0.05482551040082263
1000000	7	31	-0.04165502572086444	0.05554003429448598	0.05554003429448599
1000000	7	41	-0.037903047913164546	0.050537397217552696	0.05053739721755269
1000000	8	21	-0.04033488436032103	0.053779845813761384	0.05377984581376139
1000000	8	31	-0.04020100502512563	0.05360134003350084	0.05360134003350084
1000000	8	41	-0.04265873372734238	0.05687831163645651	0.05687831163645651
1000000	9	21	-0.04163976992446429	0.05551969323261908	0.055519693232619086
1000000	9	31	-0.040891051081807676	0.05452140144241027	0.05452140144241028
1000000	9	41	-0.03998729931932291	0.05331639909243053	0.05331639909243052
1000000	10	21	-0.040933827014541534	0.054578436019388776	0.05457843601938878
1000000	10	31	-0.039832154000854124	0.05310953866780545	0.05310953866780544
1000000	10	41	-0.041996478059019175	0.05599530407869225	0.05599530407869226
1000000	11	21	-0.042494309123644686	0.05665907883152626	0.056659078831526266
1000000	11	31	-0.042841235670275826	0.05712164756036778	0.05712164756036778
1000000	11	41	-0.04351783641181307	0.05802378188241738	0.05802378188241738
1000000	12	21	-0.041301989687504655	0.05506931958333953	0.05506931958333953
1000000	12	31	-0.04075922034896416	0.05434562713195219	0.05434562713195219
1000000	12	41	-0.0394872211871268	0.052649628249502395	0.052649628249502395
1000000	13	21	-0.04210026564458168	0.0561336875261089	0.0561336875261089
1000000	13	31	-0.04315712033631107	0.05754282711508145	0.057542827115081456
1000000	13	41	-0.04516335682254963	0.06021780909673286	0.06021780909673287
1000000	14	21	-0.04222900600663018	0.056305341342173514	0.05630534134217351
1000000	14	31	-0.04210156511471756	0.05613542015295675	0.05613542015295675
1000000	14	41	-0.04427015042792098	0.05902686723722793	0.05902686723722792
1000000	15	21	-0.04100841563372825	0.05467788751163768	0.05467788751163768
1000000	15	31	-0.03877344505134739	0.05169792673512985	0.05169792673512985
1000000	15	41	-0.036578580005271547	0.04877144000702871	0.04877144000702871
1000000	16	21	-0.041925502220375575	0.055900669627167464	0.055900669627167464
1000000	16	31	-0.04105805950505946	0.05474407934007926	0.05474407934007926
1000000	16	41	-0.040623866521581425	0.05416515536210857	0.05416515536210857
1000000	17	21	-0.04281628840765308	0.0570883845435375	0.057088384543537506
1000000	17	31	-0.04311882275422793	0.05749176367230398	0.057491763672303985
1000000	17	41	-0.03902423356726461	0.05203231142301948	0.05203231142301948
1000000	18	21	-0.04170559776528999	0.05560746368705343	0.055607463687053445
1000000	18	31	-0.042167876179810215	0.05622383490641364	0.05622383490641364
1000000	18	41	-0.04022064238798793	0.053627523183983894	0.053627523183983894
1000000	19	21	-0.04049025138520746	0.05398700184694327	0.05398700184694327
1000000	19	31	-0.0420523111719689	0.05606974822929181	0.0560697482292918
1000000	19	41	-0.04670063025647646	0.0622675070086353	0.0622675070086353
