ps	pd	d	seed	ksize	subst_rate_lin	del_rate_lin	ins_rate_lin	subst_rate_poly	del_rate_poly	ins_rate_poly	subst_rate_smm
0.01	0.01	0.03	3	41	-0.005560517359559546	0.03239321798639993	0.052851088868952394	8.432477950613782e-17	2.618648559258588e-16	0.0	0.04791898721071752
0.01	0.01	0.03	4	21	-0.005431169272740467	0.02815074450831903	0.04674394246699279	0.00813888268534269	0.026035559627516105	0.010771183680684304	0.04328734293266534
0.01	0.01	0.03	4	31	-0.00591918450752396	0.02880143148803036	0.04739462944670412	9.49326126407449e-17	3.130432709599964e-16	2.220446049250313e-16	0.04472204463045493
0.01	0.01	0.03	4	41	-0.00590823227408944	0.028786828510117664	0.04738002646879142	0.0	0.0	0.0	0.0455218610690693
0.01	0.01	0.04	0	21	-0.005748799966054108	0.03550497091767092	0.06427803397751887	0.011647950861679237	0.042302004282027655	0.012057435918273463	0.05133443236860702
0.01	0.01	0.04	0	31	-0.005294287671658036	0.034898954525142835	0.06367201758499079	0.0	0.0	0.0	0.05265621405807386
0.01	0.01	0.04	0	41	-0.004811936882299085	0.03425582013933088	0.06302888319917882	9.185986150373362e-17	3.2623652691022884e-16	2.220446049250313e-16	0.053048851573779476
0.01	0.01	0.04	1	21	-0.005748799966054108	0.03550497091767092	0.06427803397751887	0.011647950861679237	0.042302004282027655	0.012057435918273463	0.05133443236860702
0.01	0.01	0.04	1	31	-0.005294287671658036	0.034898954525142835	0.06367201758499079	0.0	0.0	0.0	0.05265621405807386
0.01	0.01	0.04	1	41	-0.004811936882299085	0.03425582013933088	0.06302888319917882	9.185986150373362e-17	3.2623652691022884e-16	2.220446049250313e-16	0.053048851573779476
0.01	0.01	0.04	2	21	-0.009428298635987124	0.03641897913072495	0.06559352679140801	0.011181660151046612	0.042614439489081495	0.012498604584590067	0.052030489678365766
0.01	0.01	0.04	2	31	-0.009080222957142826	0.03595487822559924	0.06512942588628232	4.8276267770691326e-17	1.8435911890576013e-16	0.0	0.05326152862596689
0.01	0.01	0.04	2	41	-0.008985704084412767	0.03582885306195915	0.06500340072264221	1.2752054410322743e-16	4.941813890013195e-16	2.220446049250313e-16	0.0538880120175953
0.01	0.01	0.04	3	21	-0.013080357299468026	0.039038832791675866	0.06884683393367641	0.009765864970331073	0.040478366335102225	0.011756971913628345	0.053052335469695344
0.01	0.01	0.04	3	31	-0.014275426182470335	0.0406322579690123	0.07044025911101286	0.0	0.0	0.0	0.055147295039202016
0.01	0.01	0.04	3	41	-0.01542774007071806	0.04216867648667595	0.07197667762867652	0.0	0.0	0.0	0.05605835782400048
0.01	0.01	0.04	4	21	-0.010985051094967044	0.03850765230083111	0.06833349720286877	0.009216912940124122	0.039721515773539204	0.011699897325549546	0.052071389540794155
0.01	0.01	0.04	4	31	-0.011579104711934591	0.039299723790121185	0.06912556869215884	0.07379679189823261	0.3178191226655373	0.16318734417977954	0.05385139832384889
0.01	0.01	0.04	4	41	-0.011383152260420717	0.03903845385476933	0.06886429875680698	0.0	0.0	0.0	0.05455393232773453
0.01	0.01	0.05	0	21	-0.01529500282084538	0.044670357795594536	0.08309689503552183	0.011008551655046843	0.05133203223042899	0.011407033148579826	0.05943449134138701
0.01	0.01	0.05	0	31	-0.014530880760619608	0.043651528381960146	0.08207806562188742	4.618854984807667e-17	2.1373440089135784e-16	0.0	0.06091511547385997
0.01	0.01	0.05	0	41	-0.01277108090718404	0.04130512857737941	0.07973166581730672	0.14827379644409208	0.6623848676659337	3.8767810247504126	0.061188358351663585
0.01	0.01	0.05	1	21	-0.01529500282084538	0.044670357795594536	0.08309689503552183	0.011008551655046843	0.05133203223042899	0.011407033148579826	0.05943449134138701
0.01	0.01	0.05	1	31	-0.014530880760619608	0.043651528381960146	0.08207806562188742	4.618854984807667e-17	2.1373440089135784e-16	0.0	0.06091511547385997
0.01	0.01	0.05	1	41	-0.01277108090718404	0.04130512857737941	0.07973166581730672	0.14827379644409208	0.6623848676659337	3.8767810247504126	0.061188358351663585
0.01	0.01	0.05	2	21	-0.015190836502238719	0.04419338552599202	0.08320876684714404	0.011354554539257475	0.05163708760448949	0.012145693847686934	0.05968878688955581
0.01	0.01	0.05	2	31	-0.014632163002503758	0.0434484875263454	0.0824638688474974	None	None	None	0.06104437744343105
0.01	0.01	0.05	2	41	-0.01462867241731989	0.043443833412766905	0.08245921473391891	0.0	0.0	0.0	0.061763998654105756
0.01	0.01	0.05	3	21	-0.017897991506579725	0.04831005129897036	0.08770907346092038	0.009568024838691827	0.04973402384688441	0.011794805467528091	0.061205010905727386
0.01	0.01	0.05	3	31	-0.020007064867883714	0.05112214911404233	0.09052117127599235	3.9989177198874485e-17	2.0760061308989204e-16	0.0	0.06388389602808553
0.01	0.01	0.05	3	41	-0.021050832518289066	0.05251383931458278	0.0919128614765328	0.0	0.0	0.0	0.06500649364043964
0.01	0.01	0.05	4	21	-0.021050785444377922	0.047273476955068366	0.08693123363755642	0.009094483759922885	0.049281326778578396	0.011820133739510963	0.0599093184797731
0.01	0.01	0.05	4	31	-0.021570986308781282	0.04796707810760618	0.08762483479009422	3.7422289209635015e-17	2.0734749678351527e-16	0.0	0.06188023986097513
0.01	0.01	0.05	4	41	-0.021121431846724638	0.04736767215819729	0.08702542884068531	None	None	None	0.06256667802077676
0.01	0.02	0.01	0	21	0.01700253034529486	0.00973399574058469	0.00031249044098795515	0.011330374665802155	0.010788787785049594	0.02300813687112302	0.0354754764012275
0.01	0.02	0.01	0	31	0.017039834133412382	0.009684257356427998	0.0002627520568312652	0.0	0.0	0.0	0.03640389833925972
0.01	0.02	0.01	0	41	0.01699867000375031	0.009739142862644089	0.00031763756304735647	0.0	0.0	0.0	0.0368344450579382
0.01	0.02	0.01	1	21	0.01700253034529486	0.00973399574058469	0.00031249044098795515	0.011330374665802155	0.010788787785049594	0.02300813687112302	0.0354754764012275
0.01	0.02	0.01	1	31	0.017039834133412382	0.009684257356427998	0.0002627520568312652	0.0	0.0	0.0	0.03640389833925972
0.01	0.02	0.01	1	41	0.01699867000375031	0.009739142862644089	0.00031763756304735647	0.0	0.0	0.0	0.0368344450579382
0.01	0.02	0.01	2	21	0.019248189297585802	0.009717522283339579	-0.0008013742585397408	0.009550919679065035	0.009636238068257676	0.02096399273927685	0.036201032059022475
0.01	0.02	0.01	2	31	0.019433763113341523	0.009470090528998623	-0.0010488060128806943	7.50505572648756e-17	7.55514002152782e-17	2.220446049250313e-16	0.03676527531786389
0.01	0.02	0.01	2	41	0.019414810221625764	0.009495361051286294	-0.001023535490593025	0.0	0.0	0.0	0.03713002603199833
0.01	0.02	0.01	3	21	0.01715873786358237	0.009122619080742349	-0.0006468395395781762	None	None	None	0.03607524577760801
0.01	0.02	0.01	3	31	0.017167599816125124	0.009110803144018673	-0.0006586554763018525	8.673375997709226e-17	7.214426108156891e-17	2.220446049250313e-16	0.03709365946228327
0.01	0.02	0.01	3	41	0.017190575044683683	0.00908016950594059	-0.0006892891143799345	0.0	0.0	0.0	0.03769256961523937
0.01	0.02	0.01	4	21	0.015146497390624738	0.009074929170071704	-0.0010335608909539506	0.009762388753575844	0.009806612485188873	0.0235555968277521	0.03461675030355793
0.01	0.02	0.01	4	31	0.015211978743187856	0.008987620699987545	-0.0011208693610381085	0.12960960349984904	0.12833168811669338	0.6473468845510097	0.03558946473182878
0.01	0.02	0.01	4	41	0.015111709219778263	0.009121313397867	-0.000987176663158654	0.216673813237295	0.21378611248335505	5.1210204578258605	0.0361203463144969
0.01	0.02	0.05	0	21	-0.007156400619837328	0.044988658297235994	0.07355651811665723	0.010309383937679899	0.04788126269318756	0.022764439841829187	0.06800682177788642
0.01	0.02	0.05	0	31	-0.006039201875908919	0.043499059971998086	0.07206691979141931	0.0	0.0	0.0	0.06959145347841766
0.01	0.02	0.05	0	41	-0.003332491838382722	0.0398901132552965	0.06845797307471772	0.0	0.0	0.0	0.06965455722099623
0.01	0.02	0.05	1	21	-0.007156400619837328	0.044988658297235994	0.07355651811665723	0.010309383937679899	0.04788126269318756	0.022764439841829187	0.06800682177788642
0.01	0.02	0.05	1	31	-0.006039201875908919	0.043499059971998086	0.07206691979141931	0.0	0.0	0.0	0.06959145347841766
0.01	0.02	0.05	1	41	-0.003332491838382722	0.0398901132552965	0.06845797307471772	0.0	0.0	0.0	0.06965455722099623
0.01	0.02	0.05	2	21	-0.006213390573811504	0.043874347041998676	0.07261172258177241	0.0108078709552872	0.04859131501439583	0.023943419448167136	0.06824762042508792
0.01	0.02	0.05	2	31	-0.0054010190193703785	0.042791184969410485	0.07152856050918421	5.709740495117099e-17	2.556209674884125e-16	2.220446049250313e-16	0.06980016138240208
0.01	0.02	0.05	2	41	-0.005583333785878976	0.04303427132475532	0.07177164686452907	6.330256054850691e-17	2.7290091581918974e-16	2.220446049250313e-16	0.07050648708479879
0.01	0.02	0.05	3	21	-0.008404066885976618	0.04756243905473752	0.07704033063605159	0.009676575631549743	0.047566123635925286	0.0231638586354872	0.06974444748111275
0.01	0.02	0.05	3	31	-0.01050959012215345	0.05036980336963999	0.07984769495095409	0.0	0.0	0.0	0.07297780981408397
0.01	0.02	0.05	3	41	-0.011412570430461027	0.05157377711405009	0.08105166869536419	None	None	None	0.07452994317981232
0.01	0.02	0.05	4	21	-0.01314707568350598	0.04682569971851228	0.07670507590066147	0.009331755574342668	0.04760933379708326	0.022590563370506134	0.06840709161822112
0.01	0.02	0.05	4	31	-0.013563464620530869	0.0473808849678788	0.07726026115002799	0.07287591840813176	0.3599498793531057	0.3639710631969155	0.07065192809806431
0.01	0.02	0.05	4	41	-0.013654367608771199	0.04750208895219925	0.07738146513434845	0.11860063265198914	0.5586762753086152	2.7258997273406145	0.07181164258931583
0.01	0.03	0.01	0	21	0.02353442270409554	0.00997102459107861	-0.009228861208857202	None	None	None	0.04415228196920984
0.01	0.03	0.01	0	31	0.02356078927351248	0.009935869165189355	-0.009264016634746458	0.0	0.0	0.0	0.04580568245923433
0.01	0.03	0.01	0	41	0.023725425115744724	0.009716354708879703	-0.009483531091056107	0.17605941133908165	0.1582583535051924	3.0102051349501373	0.046355299871204125
0.01	0.03	0.01	1	21	0.02353442270409554	0.00997102459107861	-0.009228861208857202	None	None	None	0.04415228196920984
0.01	0.03	0.01	1	31	0.02356078927351248	0.009935869165189355	-0.009264016634746458	0.0	0.0	0.0	0.04580568245923433
0.01	0.03	0.01	1	41	0.023725425115744724	0.009716354708879703	-0.009483531091056107	0.17605941133908165	0.1582583535051924	3.0102051349501373	0.046355299871204125
0.01	0.03	0.01	2	21	0.026198257657352536	0.0095660250549423	-0.010900767707628607	0.009883956032538376	0.010188517625793552	0.03395986237047843	0.04431625131351846
0.01	0.03	0.01	2	31	0.026423588305959114	0.009265584190133538	-0.011201208572437373	0.0	0.0	0.0	0.04520175017258432
0.01	0.03	0.01	2	41	0.026465999720916	0.009209035636857685	-0.011257757125713223	0.0	0.0	0.0	0.04566755148265378
0.01	0.03	0.01	3	21	0.025026784262868484	0.009047473612960991	-0.01052713114775416	None	None	None	0.04467161762791594
0.01	0.03	0.01	3	31	0.025022875563477688	0.009052685212148722	-0.010521919548566431	0.0	0.0	0.0	0.04601153612638298
0.01	0.03	0.01	3	41	0.02505579865338784	0.009008787758935188	-0.010565817001779963	None	None	None	0.046743862810699754
0.01	0.03	0.01	4	21	0.022670935128104166	0.008924796367909396	-0.010855011633232587	None	None	None	0.04293473192220998
0.01	0.03	0.01	4	31	0.022772110155066992	0.008789896331958973	-0.01098991166918301	0.0	0.0	0.0	0.04429871033678778
0.01	0.03	0.01	4	41	0.02278986113201198	0.00876622836269899	-0.011013579638442994	0.0	0.0	0.0	0.04495281355085157
0.01	0.03	0.05	0	21	-0.0017355858449759607	0.046603098127917464	0.06517845232655411	0.009584970924610164	0.044419392586984005	0.03428011151240318	0.077491022324913
0.01	0.03	0.05	0	31	-0.0016793430785101695	0.04652810777262972	0.06510346197126636	3.3111039034604795e-17	1.4840713226635715e-16	2.220446049250313e-16	0.08025700514156331
0.01	0.03	0.05	0	41	0.0017136204281133546	0.04200415643046505	0.060579510629101704	0.0	0.0	0.0	0.0810136763014715
0.01	0.03	0.05	1	21	-0.0017355858449759607	0.046603098127917464	0.06517845232655411	0.009584970924610164	0.044419392586984005	0.03428011151240318	0.077491022324913
0.01	0.03	0.05	1	31	-0.0016793430785101695	0.04652810777262972	0.06510346197126636	3.3111039034604795e-17	1.4840713226635715e-16	2.220446049250313e-16	0.08025700514156331
0.01	0.03	0.05	1	41	0.0017136204281133546	0.04200415643046505	0.060579510629101704	0.0	0.0	0.0	0.0810136763014715
0.01	0.03	0.05	2	21	-0.00013146258768072228	0.04477634451338466	0.0635658238324668	0.009937087109874305	0.046334274056038814	0.0352736014924957	0.0768274120035426
0.01	0.03	0.05	2	31	-0.0003181494772537845	0.045025260366148755	0.06381473968523091	0.0	0.0	0.0	0.07940821818072863
0.01	0.03	0.05	2	41	-0.0015828716666421684	0.046711556618666626	0.06550103593774878	4.3320276313442456e-17	1.7998011705481764e-16	2.220446049250313e-16	0.08083546375940753
0.01	0.03	0.05	3	21	-0.0008134717998422861	0.04757115772556373	0.06747587204696547	0.009619751477452277	0.04537604027115588	0.03415333064984938	0.0783097306577275
0.01	0.03	0.05	3	31	-0.0027168162837689085	0.05010895037079923	0.07001366469220097	0.0	0.0	0.0	0.08178557747614179
0.01	0.03	0.05	3	41	-0.0037935946948036525	0.05154465491884553	0.07144936924024725	0.09898388699769978	0.45589694107594414	2.110517399485498	0.08378089459704763
0.01	0.03	0.05	4	21	-0.003901529942720562	0.04577210129884845	0.06550729989989766	0.009460152353372778	0.0462667204502116	0.03479796830777837	0.07673908700374965
0.01	0.03	0.05	4	31	-0.00404065052077086	0.04595759540291553	0.06569279400396476	0.0	0.0	0.0	0.07915775287696414
0.01	0.03	0.05	4	41	-0.0037055103074174665	0.04551074178511101	0.06524594038616023	4.181543595360747e-17	1.8858008800354398e-16	2.220446049250313e-16	0.08063975590032013
0.01	0.04	0.01	0	21	0.030263842911798407	0.010009699100368516	-0.019173770440333096	None	None	None	0.05261860592931966
0.01	0.04	0.01	0	31	0.030203509979192168	0.01009014301051018	-0.01909332653019143	0.0	0.0	0.0	0.05500517395441573
0.01	0.04	0.01	0	41	0.030207085326021312	0.010085375881404656	-0.019098093659296957	0.15061357499178765	0.12960454474314945	3.208209876068289	0.05588052290993617
0.01	0.04	0.01	1	21	0.030263842911798407	0.010009699100368516	-0.019173770440333096	None	None	None	0.05261860592931966
0.01	0.04	0.01	1	31	0.030203509979192168	0.01009014301051018	-0.01909332653019143	0.0	0.0	0.0	0.05500517395441573
0.01	0.04	0.01	1	41	0.030207085326021312	0.010085375881404656	-0.019098093659296957	0.15061357499178765	0.12960454474314945	3.208209876068289	0.05588052290993617
0.01	0.04	0.01	2	21	0.03433220493074439	0.009331393460349391	-0.021163592443080192	0.009588150044215944	0.009764545695169713	0.0443051210681944	0.052375514862411654
0.01	0.04	0.01	2	31	0.03467735254938605	0.008871196635493843	-0.021623789267935737	4.7330325237894663e-17	4.643967665425057e-17	2.220446049250313e-16	0.053493251969506606
0.01	0.04	0.01	2	41	0.03491238592887004	0.00855781879618186	-0.02193716710724772	4.627690355950142e-17	4.194663432714226e-17	2.220446049250313e-16	0.05426001848504447
0.01	0.04	0.01	3	21	0.033213314507708744	0.008820750738568726	-0.020799890923042207	None	None	None	0.053008743180047446
0.01	0.04	0.01	3	31	0.03318236932477475	0.008862010982480713	-0.02075863067913022	0.0	0.0	0.0	0.054805822459911946
0.01	0.04	0.01	3	41	0.03318743154676211	0.008855261353164218	-0.020765380308446716	None	None	None	0.05602499121647653
0.01	0.04	0.01	4	21	0.031182310797120243	0.00896712040046932	-0.020983630821828192	None	None	None	0.05156775854888285
0.01	0.04	0.01	4	31	0.03115686341497853	0.009001050243324938	-0.02094970097897257	None	None	None	0.053390106166929074
0.01	0.04	0.01	4	41	0.03093708873350775	0.009294083151952641	-0.02065666807034487	0.0	0.0	0.0	0.05448091399552868
0.01	0.04	0.05	0	21	0.006924550752158977	0.046460077481118744	0.05451653513787619	0.009700904734624753	0.04397429534559512	0.045844657179714865	0.08625349111217229
0.01	0.04	0.05	0	31	0.00589072621103567	0.04783851020261645	0.05589496785937389	0.06823565830055926	0.28609831690782966	0.7381043748871898	0.08978422883691828
0.01	0.04	0.05	0	41	0.006629040924646121	0.04685409058446924	0.05491054824122669	0.0	0.0	0.0	0.09196321620743175
0.01	0.04	0.05	1	21	0.006924550752158977	0.046460077481118744	0.05451653513787619	0.009700904734624753	0.04397429534559512	0.045844657179714865	0.08625349111217229
0.01	0.04	0.05	1	31	0.00589072621103567	0.04783851020261645	0.05589496785937389	0.06823565830055926	0.28609831690782966	0.7381043748871898	0.08978422883691828
0.01	0.04	0.05	1	41	0.006629040924646121	0.04685409058446924	0.05491054824122669	0.0	0.0	0.0	0.09196321620743175
0.01	0.04	0.05	2	21	0.008850869915364278	0.044112706751774165	0.05253496148929251	0.009633314505703094	0.04502310491529398	0.047786533442089496	0.08552275368114204
0.01	0.04	0.05	2	31	0.009286446851569707	0.043531937503500255	0.051954192241018604	None	None	None	0.08799844543358559
0.01	0.04	0.05	2	41	0.007694750458882577	0.04565419936041645	0.0540764540979348	0.09791482898609939	0.43971567372898623	9.156242348359768	0.08913343994139455
0.01	0.04	0.05	3	21	0.007041389390200676	0.047149502242380195	0.05664238258212536	0.009585421632864456	0.04603793939008351	0.04543466792582174	0.08643217749720555
0.01	0.04	0.05	3	31	0.004874375330512664	0.050038854321964185	0.059531734661709336	3.875231440010432e-17	1.854971895388506e-16	2.220446049250313e-16	0.0896489997420552
0.01	0.04	0.05	3	41	0.0031997207958107754	0.052271727034900045	0.0617646073746452	2.509731015859079e-17	1.2662882108625783e-16	2.220446049250313e-16	0.09219140465559805
0.01	0.04	0.05	4	21	0.0035048069403237794	0.04614352659699262	0.05602896965755434	0.009243801776188144	0.04525518508941113	0.04562033355477779	0.08493641187762835
0.01	0.04	0.05	4	31	0.0027083311666857494	0.04720549429517666	0.05709093735573838	0.0	0.0	0.0	0.0876761176173857
0.01	0.04	0.05	4	41	0.0033632939360019247	0.046332210602755074	0.05621765366331678	0.0	0.0	0.0	0.0887718263109355
0.01	0.05	0.01	0	21	0.03696305667069479	0.00991960695233696	-0.029434805809520178	0.008675260585460686	0.008229875556267632	0.047077086519593525	0.061259966719119374
0.01	0.05	0.01	0	31	0.03670109838800998	0.010268884662583376	-0.02908552809927376	0.0	0.0	0.0	0.0645337150592743
0.01	0.05	0.01	0	41	0.03654732181318469	0.010473920095683757	-0.028880492666173378	0.0	0.0	0.0	0.06586087442464916
0.01	0.05	0.01	1	21	0.03696305667069479	0.00991960695233696	-0.029434805809520178	0.008675260585460686	0.008229875556267632	0.047077086519593525	0.061259966719119374
0.01	0.05	0.01	1	31	0.03670109838800998	0.010268884662583376	-0.02908552809927376	0.0	0.0	0.0	0.0645337150592743
0.01	0.05	0.01	1	41	0.03654732181318469	0.010473920095683757	-0.028880492666173378	0.0	0.0	0.0	0.06586087442464916
0.01	0.05	0.01	2	21	0.04165945716563634	0.008989061793645826	-0.03188207057136612	0.00910780150649825	0.0090392539808007	0.055458405251398446	0.06130753740909889
0.01	0.05	0.01	2	31	0.04228721889418502	0.008152046155580924	-0.032719086209431016	0.0	0.0	0.0	0.06252247083191209
0.01	0.05	0.01	2	41	0.04269878183106747	0.007603295573070976	-0.033267836791940966	0.0	0.0	0.0	0.06320100839136755
0.01	0.05	0.01	3	21	0.0404668893709989	0.008602662016933741	-0.030983719625405887	0.008974285264918735	0.007426025963562322	0.04970981117804407	0.06141861013938443
0.01	0.05	0.01	3	31	0.0404075329562805	0.008681803903224946	-0.03090457773911468	None	None	None	0.06373177807345232
0.01	0.05	0.01	3	41	0.040331092273151854	0.008783724814063146	-0.030802656828276483	0.0	0.0	0.0	0.06532883489254748
0.01	0.05	0.01	4	21	0.03926983825686509	0.00883339156513832	-0.030904662037516822	0.008258099690564956	0.007884931638750809	0.050005489309065565	0.0600804979388857
0.01	0.05	0.01	4	31	0.039265780508094594	0.008838801896832303	-0.030899251705822837	1.0645882403881939e-16	1.038049556649615e-16	6.661338147750939e-16	0.062204162786056894
0.01	0.05	0.01	4	41	0.039409410990738344	0.008647294586640644	-0.0310907590160145	5.5264245990888026e-17	5.2669987500585985e-17	2.220446049250313e-16	0.06337372058709956
0.01	0.05	0.02	0	21	0.03573972125144197	0.018000320345350092	-0.012646337518395006	0.00926434699205887	0.016779238650960364	0.05352597512982227	0.0692938683940697
0.01	0.05	0.02	0	31	0.03592607229929135	0.01775185228155092	-0.012894805582194175	7.648342916274536e-17	1.2409331514065174e-16	4.440892098500626e-16	0.07182877089378226
0.01	0.05	0.02	0	41	0.035012112267658886	0.018970465657060866	-0.011676192206684232	0.0	0.0	0.0	0.07336802846964752
0.01	0.05	0.02	1	21	0.03573972125144197	0.018000320345350092	-0.012646337518395006	0.00926434699205887	0.016779238650960364	0.05352597512982227	0.0692938683940697
0.01	0.05	0.02	1	31	0.03592607229929135	0.01775185228155092	-0.012894805582194175	7.648342916274536e-17	1.2409331514065174e-16	4.440892098500626e-16	0.07182877089378226
0.01	0.05	0.02	1	41	0.035012112267658886	0.018970465657060866	-0.011676192206684232	0.0	0.0	0.0	0.07336802846964752
